word,colour,stimulus_condition,correct_response,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_2.started,text_2.stopped,ins.stopped,trial.started,Fixation.started,Fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_you.started,text_3.started,text_3.stopped,Thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
BLUE,blue,C,b,87,3,21,b,1,0.768853699999454,None,21,3,87,3,94.7052990000011,,,,,,94.69094539999969,94.7052990000011,95.18643669999983,95.18643669999983,95.18643669999983,95.97037100000125,b,1,0.768853699999454,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
RED,blue,I,b,88,0,22,b,1,0.35128379999878234,None,22,0,88,1,95.98846950000006,,,,,,95.97423590000108,95.98846950000006,96.4697496000008,96.4697496000008,96.4697496000008,96.83687819999977,b,1,0.35128379999878234,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
BLUE,red,I,r,89,1,22,r,1,0.5560559000005014,None,22,1,89,2,96.85523220000141,,,,,,96.84069770000133,96.85523220000141,97.3358747000002,97.3358747000002,97.3358747000002,97.9032399000007,r,1,0.5560559000005014,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
RED,red,C,r,90,2,22,r,1,0.470396200000323,None,22,2,90,0,97.92164530000082,,,,,,97.90700130000005,97.92164530000082,98.40250540000125,98.40250540000125,98.40250540000125,98.88649190000069,r,1,0.470396200000323,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
BLUE,blue,C,b,91,3,22,b,1,0.6367814999994152,None,22,3,91,3,98.90482110000085,,,,,,98.89034320000064,98.90482110000085,99.385905000001,99.385905000001,99.385905000001,100.03634390000116,b,1,0.6367814999994152,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
RED,blue,I,b,92,0,23,b,1,0.7285015999987081,None,23,0,92,1,100.05477489999976,,,,,,100.04025700000057,100.05477489999976,100.53579450000143,100.53579450000143,100.53579450000143,101.26951440000084,b,1,0.7285015999987081,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
BLUE,red,I,r,93,1,23,r,1,0.5151181000001088,None,23,1,93,2,101.28773619999993,,,,,,101.27387960000124,101.28773619999993,101.76899920000142,101.76899920000142,101.76899920000142,102.28627330000018,r,1,0.5151181000001088,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
RED,red,C,r,94,2,23,r,1,0.891526999999769,None,23,2,94,0,102.30444689999968,,,,,,102.29038420000143,102.30444689999968,102.78535440000087,102.78535440000087,102.78535440000087,103.68588330000057,r,1,0.891526999999769,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
BLUE,blue,C,b,95,3,23,b,1,0.5061117999994167,None,23,3,95,3,103.70412390000092,,,,,,103.68986510000104,103.70412390000092,104.18521990000045,104.18521990000045,104.18521990000045,104.70244490000005,b,1,0.5061117999994167,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
RED,blue,I,b,96,0,24,b,1,0.540255599999,None,24,0,96,1,104.72080310000092,,,,,,104.70625660000042,104.72080310000092,105.2018392000009,105.2018392000009,105.2018392000009,105.75252990000081,b,1,0.540255599999,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
BLUE,blue,C,b,97,1,24,b,1,0.3769812999998976,None,24,1,97,3,105.77096820000042,,,,,,105.75640870000097,105.77096820000042,106.25154680000014,106.25154680000014,106.25154680000014,106.63551259999986,b,1,0.3769812999998976,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
RED,red,C,r,98,2,24,r,1,0.38257419999899867,None,24,2,98,0,106.65406940000139,,,,,,106.63938370000142,106.65406940000139,107.13472150000052,107.13472150000052,107.13472150000052,107.5187517000013,r,1,0.38257419999899867,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
BLUE,red,I,r,99,3,24,r,1,0.7907027000001108,None,24,3,99,2,107.53732339999988,,,,,,107.52263920000041,107.53732339999988,108.01794169999994,108.01794169999994,108.01794169999994,108.81856719999996,r,1,0.7907027000001108,None,,,,,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.81874210000024,108.83468100000027,109.83452360000047,109.81823059999988,925692,001,2025-08-25_16h34.56.728,Stroop Task,,2025.1.1,59.947725582824006,2025-08-25 16h35.00.559194 +0530,
