thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,text.started,Welcome.stopped,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,Thank_You.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
157,0,157,[np.float64(0.4583333333333333)],[np.float64(-0.36333333333333334)],[1],[0],[0],[2.215690299984999],['target'],157,0,157,0,299.55554690002464,,,,,5,299.5429965000367,299.55554690002464,299.55554690002464,0.015671200002543628,301.7587941000238,[np.float64(0.4583333333333333)],[np.float64(-0.36333333333333334)],[1],[0],[0],[2.215690299984999],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
158,0,158,[np.float64(-0.09333333333333334)],[np.float64(0.018333333333333333)],[1],[0],[0],[1.517091799993068],['target'],158,0,158,0,301.7891931999475,,,,,5,301.775214400026,301.7891931999475,301.7891931999475,0.016190099995583296,303.2924077999778,[np.float64(-0.09333333333333334)],[np.float64(0.018333333333333333)],[1],[0],[0],[1.517091799993068],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
159,0,159,[np.float64(-0.2866666666666667)],[np.float64(-0.4483333333333333)],[1],[0],[0],[2.396567500079982],['target'],159,0,159,0,303.35556329996325,,,,,10,303.3285515999887,303.35556329996325,303.35556329996325,0.0359525999519974,305.72517560003325,[np.float64(-0.2866666666666667)],[np.float64(-0.4483333333333333)],[1],[0],[0],[2.396567500079982],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
160,0,160,[np.float64(-0.09)],[np.float64(0.41833333333333333)],[1],[0],[0],[2.154631800018251],['target'],160,0,160,0,305.77160330000333,,,,,10,305.7524280999787,305.77160330000333,305.77160330000333,0.027086999965831637,307.90711499995086,[np.float64(-0.09)],[np.float64(0.41833333333333333)],[1],[0],[0],[2.154631800018251],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
161,0,161,[np.float64(-0.48)],[np.float64(0.23333333333333334)],[1],[0],[0],[2.228611099999398],['target'],161,0,161,0,307.9549686999526,,,,,10,307.9288450999884,307.9549686999526,307.9549686999526,0.021492000087164342,310.1575295999646,[np.float64(-0.48)],[np.float64(0.23333333333333334)],[1],[0],[0],[2.228611099999398],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
162,0,162,[np.float64(0.31166666666666665)],[np.float64(-0.4816666666666667)],[1],[0],[0],[2.3066420999821275],['target'],162,0,162,0,310.18807140004355,,,,,5,310.1680854000151,310.18807140004355,310.18807140004355,0.010360100073739886,312.47485580004286,[np.float64(0.31166666666666665)],[np.float64(-0.4816666666666667)],[1],[0],[0],[2.3066420999821275],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
163,0,163,[np.float64(0.11333333333333333)],[np.float64(-0.455)],[1],[0],[0],[1.3308256000746042],['target'],163,0,163,0,312.52106539998204,,,,,5,312.49309749994427,312.52106539998204,312.52106539998204,0.018025500001385808,313.8240156000247,[np.float64(0.11333333333333333)],[np.float64(-0.455)],[1],[0],[0],[1.3308256000746042],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
164,0,164,[np.float64(0.24666666666666667)],[np.float64(-0.09166666666666666)],[1],[0],[0],[1.9514903998933733],['target'],164,0,164,0,313.8544508999912,,,,,5,313.839605199988,313.8544508999912,313.8544508999912,0.015387500054202974,315.7911977999611,[np.float64(0.24666666666666667)],[np.float64(-0.09166666666666666)],[1],[0],[0],[1.9514903998933733],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
165,0,165,[np.float64(-0.11)],[np.float64(-0.17)],[1],[0],[0],[1.6157748999539763],['target'],165,0,165,0,315.8204646999948,,,,,5,315.8088339000242,315.8204646999948,315.8204646999948,0.017416900023818016,317.4246951000532,[np.float64(-0.11)],[np.float64(-0.17)],[1],[0],[0],[1.6157748999539763],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
166,0,166,[np.float64(0.35833333333333334)],[np.float64(0.06833333333333333)],[1],[0],[0],[1.7174733000574633],['target'],166,0,166,0,317.45377609995194,,,,,5,317.4391935999738,317.45377609995194,317.45377609995194,0.014324799994938076,319.1567902000388,[np.float64(0.35833333333333334)],[np.float64(0.06833333333333333)],[1],[0],[0],[1.7174733000574633],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
167,0,167,[np.float64(0.3433333333333333)],[np.float64(0.4033333333333333)],[1],[0],[0],[2.5870517999865115],['target'],167,0,167,0,319.203395599965,,,,,10,319.18641089997254,319.203395599965,319.203395599965,0.029407799942418933,321.773587499978,[np.float64(0.3433333333333333)],[np.float64(0.4033333333333333)],[1],[0],[0],[2.5870517999865115],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
168,0,168,[np.float64(-0.3333333333333333)],[np.float64(0.085)],[1],[0],[0],[1.685482900007628],['target'],168,0,168,0,321.80326019995846,,,,,5,321.78799330000766,321.80326019995846,321.80326019995846,0.014168400084599853,323.4735993000213,[np.float64(-0.3333333333333333)],[np.float64(0.085)],[1],[0],[0],[1.685482900007628],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
169,0,169,[np.float64(-0.15666666666666668)],[np.float64(-0.3433333333333333)],[1],[0],[0],[2.033371699973941],['target'],169,0,169,0,323.50293770001736,,,,,5,323.4894622999709,323.50293770001736,323.50293770001736,0.015643800026737154,325.52295719995163,[np.float64(-0.15666666666666668)],[np.float64(-0.3433333333333333)],[1],[0],[0],[2.033371699973941],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
170,0,170,[np.float64(0.1)],[np.float64(-0.0016666666666666668)],[1],[0],[0],[1.3373359999386594],['target'],170,0,170,0,325.58602070005145,,,,,10,325.5515043999767,325.58602070005145,325.58602070005145,0.028339099953882396,326.88893390004523,[np.float64(0.1)],[np.float64(-0.0016666666666666668)],[1],[0],[0],[1.3373359999386594],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
171,0,171,[np.float64(-0.18)],[np.float64(0.3016666666666667)],[1],[0],[0],[1.844780300045386],['target'],171,0,171,0,326.95216480002273,,,,,10,326.92832469998393,326.95216480002273,326.95216480002273,0.039166999980807304,328.7731677000411,[np.float64(-0.18)],[np.float64(0.3016666666666667)],[1],[0],[0],[1.844780300045386],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
172,0,172,"[np.float64(-0.14), np.float64(-0.16)]","[np.float64(0.0033333333333333335), np.float64(0.018333333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.4851009000558406, 2.6177794999675825]","[None, 'target']",172,0,172,0,328.83563540002797,,,,,10,328.80324290005956,328.83563540002797,328.83563540002797,0.029894100036472082,331.4211019000504,"[np.float64(-0.14), np.float64(-0.16)]","[np.float64(0.0033333333333333335), np.float64(0.018333333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.4851009000558406, 2.6177794999675825]","[None, 'target']",,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
173,0,173,[np.float64(0.018333333333333333)],[np.float64(0.13333333333333333)],[1],[0],[0],[1.5935321999713778],['target'],173,0,173,0,331.4681209999835,,,,,10,331.4445763999829,331.4681209999835,331.4681209999835,0.023210400016978383,333.03821839997545,[np.float64(0.018333333333333333)],[np.float64(0.13333333333333333)],[1],[0],[0],[1.5935321999713778],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
174,0,174,[np.float64(0.22833333333333333)],[np.float64(0.22666666666666666)],[1],[0],[0],[1.8547016000375152],['target'],174,0,174,0,333.0851605000207,,,,,10,333.0663568000309,333.0851605000207,333.0851605000207,0.027879299945198,334.92110030003823,[np.float64(0.22833333333333333)],[np.float64(0.22666666666666666)],[1],[0],[0],[1.8547016000375152],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
175,0,175,[np.float64(0.08)],[np.float64(0.375)],[1],[0],[0],[1.5235649000387639],['target'],175,0,175,0,334.9518346999539,,,,,5,334.9317018999718,334.9518346999539,334.9518346999539,0.010395199991762638,336.4553633000469,[np.float64(0.08)],[np.float64(0.375)],[1],[0],[0],[1.5235649000387639],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
176,0,176,[np.float64(0.08166666666666667)],[np.float64(-0.435)],[1],[0],[0],[3.224777900031768],['target'],176,0,176,0,336.5006908000214,,,,,10,336.47862209996674,336.5006908000214,336.5006908000214,0.023070700000971556,339.7035253000213,[np.float64(0.08166666666666667)],[np.float64(-0.435)],[1],[0],[0],[3.224777900031768],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
177,0,177,[np.float64(0.4533333333333333)],[np.float64(-0.12333333333333334)],[1],[0],[0],[1.7193576000863686],['target'],177,0,177,0,339.73405870003626,,,,,5,339.717973300023,339.73405870003626,339.73405870003626,0.014236400020308793,341.4373975000344,[np.float64(0.4533333333333333)],[np.float64(-0.12333333333333334)],[1],[0],[0],[1.7193576000863686],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
178,0,178,[np.float64(-0.09166666666666666)],[np.float64(0.08333333333333333)],[1],[0],[0],[1.8890192999970168],['target'],178,0,178,0,341.4837799000088,,,,,10,341.46368579997215,341.4837799000088,341.4837799000088,0.026149300043471158,343.3527570000151,[np.float64(-0.09166666666666666)],[np.float64(0.08333333333333333)],[1],[0],[0],[1.8890192999970168],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
179,0,179,[np.float64(0.15666666666666668)],[np.float64(0.25166666666666665)],[1],[0],[0],[1.690016599954106],['target'],179,0,179,0,343.38381719996687,,,,,5,343.36422520002816,343.38381719996687,343.38381719996687,0.011281500104814768,345.0543230000185,[np.float64(0.15666666666666668)],[np.float64(0.25166666666666665)],[1],[0],[0],[1.690016599954106],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
180,0,180,[np.float64(-0.23333333333333334)],[np.float64(-0.085)],[1],[0],[0],[1.8383607000578195],['target'],180,0,180,0,345.1009148999583,,,,,5,345.0817100000568,345.1009148999583,345.1009148999583,0.02720829995814711,346.9201430999674,[np.float64(-0.23333333333333334)],[np.float64(-0.085)],[1],[0],[0],[1.8383607000578195],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
181,0,181,[np.float64(-0.31333333333333335)],[np.float64(0.39166666666666666)],[1],[0],[0],[2.663947500055656],['target'],181,0,181,0,346.98310059995856,,,,,10,346.9549875999801,346.98310059995856,346.98310059995856,0.03464249998796731,349.61905019998085,[np.float64(-0.31333333333333335)],[np.float64(0.39166666666666666)],[1],[0],[0],[2.663947500055656],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
182,0,182,[np.float64(0.3466666666666667)],[np.float64(-0.11166666666666666)],[1],[0],[0],[1.8364413999952376],['target'],182,0,182,0,349.6497349999845,,,,,5,349.6344149999786,349.6497349999845,349.6497349999845,0.01509889995213598,351.47094280004967,[np.float64(0.3466666666666667)],[np.float64(-0.11166666666666666)],[1],[0],[0],[1.8364413999952376],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
183,0,183,"[np.float64(-0.15166666666666667), np.float64(-0.165)]","[np.float64(-0.46166666666666667), np.float64(-0.46166666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.6981985999736935, 3.09791310003493]","[None, 'target']",183,0,183,0,351.49944459996186,,,,,5,351.48699759994633,351.49944459996186,351.49944459996186,0.015876600053161383,354.5849829999497,"[np.float64(-0.15166666666666667), np.float64(-0.165)]","[np.float64(-0.46166666666666667), np.float64(-0.46166666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.6981985999736935, 3.09791310003493]","[None, 'target']",,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
184,0,184,[np.float64(-0.36333333333333334)],[np.float64(-0.011666666666666667)],[1],[0],[0],[1.819795300019905],['target'],184,0,184,0,354.6151092000073,,,,,5,354.60063620004803,354.6151092000073,354.6151092000073,0.015456499997526407,356.42052609997336,[np.float64(-0.36333333333333334)],[np.float64(-0.011666666666666667)],[1],[0],[0],[1.819795300019905],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
185,0,185,[np.float64(0.22833333333333333)],[np.float64(0.47333333333333333)],[1],[0],[0],[2.9450511001050472],['target'],185,0,185,0,356.48188069998287,,,,,10,356.4553240999812,356.48188069998287,356.48188069998287,0.03460749995429069,359.4004529999802,[np.float64(0.22833333333333333)],[np.float64(0.47333333333333333)],[1],[0],[0],[2.9450511001050472],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
186,0,186,[np.float64(-0.07166666666666667)],[np.float64(0.12)],[1],[0],[0],[1.4896455999696627],['target'],186,0,186,0,359.4317052999977,,,,,5,359.4125564000569,359.4317052999977,359.4317052999977,0.011866400018334389,360.90228899999056,[np.float64(-0.07166666666666667)],[np.float64(0.12)],[1],[0],[0],[1.4896455999696627],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
187,0,187,[np.float64(-0.4216666666666667)],[np.float64(0.4816666666666667)],[1],[0],[0],[2.4718967999797314],['target'],187,0,187,0,360.94853609998245,,,,,5,360.9289149000542,360.94853609998245,360.94853609998245,0.02644510008394718,363.40089779999107,[np.float64(-0.4216666666666667)],[np.float64(0.4816666666666667)],[1],[0],[0],[2.4718967999797314],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
188,0,188,"[np.float64(0.13), np.float64(0.15166666666666667)]","[np.float64(-0.4116666666666667), np.float64(-0.42333333333333334)]","[1, 1]","[0, 0]","[0, 0]","[2.1994509999640286, 3.347860199981369]","[None, 'target']",188,0,188,0,363.4313129000366,,,,,5,363.4189142000396,363.4313129000366,363.4313129000366,0.0177774999756366,366.7668924999889,"[np.float64(0.13), np.float64(0.15166666666666667)]","[np.float64(-0.4116666666666667), np.float64(-0.42333333333333334)]","[1, 1]","[0, 0]","[0, 0]","[2.1994509999640286, 3.347860199981369]","[None, 'target']",,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
189,0,189,"[np.float64(-0.06833333333333333), np.float64(-0.04666666666666667)]","[np.float64(-0.215), np.float64(-0.19333333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.7177564000012353, 2.7159922000719234]","[None, 'target']",189,0,189,0,366.8309454000555,,,,,10,366.7996009000344,366.8309454000555,366.8309454000555,0.03245119994971901,369.51570510002784,"[np.float64(-0.06833333333333333), np.float64(-0.04666666666666667)]","[np.float64(-0.215), np.float64(-0.19333333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.7177564000012353, 2.7159922000719234]","[None, 'target']",,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
190,0,190,[np.float64(0.4716666666666667)],[np.float64(-0.03)],[1],[0],[0],[1.604838200029917],['target'],190,0,190,0,369.54753720003646,,,,,5,369.52967029996216,369.54753720003646,369.54753720003646,0.013723100069910288,371.1345432000235,[np.float64(0.4716666666666667)],[np.float64(-0.03)],[1],[0],[0],[1.604838200029917],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
191,0,191,[np.float64(0.40166666666666667)],[np.float64(-0.35)],[1],[0],[0],[1.4513452000683174],['target'],191,0,191,0,371.1633001000155,,,,,5,371.14921900001355,371.1633001000155,371.1633001000155,0.014526100014336407,372.60066620004363,[np.float64(0.40166666666666667)],[np.float64(-0.35)],[1],[0],[0],[1.4513452000683174],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
192,0,192,[np.float64(-0.1)],[np.float64(0.15833333333333333)],[1],[0],[0],[1.4842065999982879],['target'],192,0,192,0,372.6302411999786,,,,,5,372.61594389996026,372.6302411999786,372.6302411999786,0.015031500020995736,374.10025040002074,[np.float64(-0.1)],[np.float64(0.15833333333333333)],[1],[0],[0],[1.4842065999982879],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
193,0,193,[np.float64(0.3416666666666667)],[np.float64(0.39666666666666667)],[1],[0],[0],[1.737636800040491],['target'],193,0,193,0,374.1462136999471,,,,,10,374.1289661000483,374.1462136999471,374.1462136999471,0.028513099998235703,375.86672169994563,[np.float64(0.3416666666666667)],[np.float64(0.39666666666666667)],[1],[0],[0],[1.737636800040491],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
194,0,194,[np.float64(0.22333333333333333)],[np.float64(-0.011666666666666667)],[1],[0],[0],[1.5652516999980435],['target'],194,0,194,0,375.8963617000263,,,,,5,375.88379160000477,375.8963617000263,375.8963617000263,0.016792100039310753,377.4491525000194,[np.float64(0.22333333333333333)],[np.float64(-0.011666666666666667)],[1],[0],[0],[1.5652516999980435],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
195,0,195,"[np.float64(-0.465), np.float64(-0.465), np.float64(-0.465), np.float64(-0.43666666666666665)]","[np.float64(-0.09333333333333334), np.float64(-0.09333333333333334), np.float64(-0.09333333333333334), np.float64(-0.08)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.6016749000409618, 2.232671699952334, 2.5852951999986544, 3.3838784999679774]","[None, None, None, 'target']",195,0,195,0,377.4960924000479,,,,,10,377.4814787999494,377.4960924000479,377.4960924000479,0.03215939993970096,380.8654382999521,"[np.float64(-0.465), np.float64(-0.465), np.float64(-0.465), np.float64(-0.43666666666666665)]","[np.float64(-0.09333333333333334), np.float64(-0.09333333333333334), np.float64(-0.09333333333333334), np.float64(-0.08)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.6016749000409618, 2.232671699952334, 2.5852951999986544, 3.3838784999679774]","[None, None, None, 'target']",,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
196,0,196,[np.float64(0.45)],[np.float64(-0.39)],[1],[0],[0],[1.3591331999050453],['target'],196,0,196,0,380.9123273000587,,,,,10,380.88916260004044,380.9123273000587,380.9123273000587,0.02338130003772676,382.24841440003365,[np.float64(0.45)],[np.float64(-0.39)],[1],[0],[0],[1.3591331999050453],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
197,0,197,[np.float64(-0.3416666666666667)],[np.float64(0.335)],[1],[0],[0],[1.7357866999227554],['target'],197,0,197,0,382.27809030003846,,,,,5,382.26351059996523,382.27809030003846,382.27809030003846,0.014841399970464408,383.9994104000507,[np.float64(-0.3416666666666667)],[np.float64(0.335)],[1],[0],[0],[1.7357866999227554],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
198,0,198,[np.float64(0.175)],[np.float64(0.4033333333333333)],[1],[0],[0],[1.5890252999961376],['target'],198,0,198,0,384.044821199961,,,,,10,384.0258935999591,384.044821199961,384.044821199961,0.026277600089088082,385.6149930000538,[np.float64(0.175)],[np.float64(0.4033333333333333)],[1],[0],[0],[1.5890252999961376],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
199,0,199,[np.float64(-0.12666666666666668)],[np.float64(-0.035)],[1],[0],[0],[1.6551485999953002],['target'],199,0,199,0,385.6615912000416,,,,,10,385.6440262000542,385.6615912000416,385.6615912000416,0.028862700099125504,387.299251700053,[np.float64(-0.12666666666666668)],[np.float64(-0.035)],[1],[0],[0],[1.6551485999953002],['target'],,3,001,2025-09-29_15h36.13.779,Visual Search_3.0,,2025.1.1,59.37427822247842,2025-09-29 15h36.19.162260 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.2995633999817,,,,,,,,,
