13.8497 	INFO 	Loaded monitor calibration from ['2025_08_11 23:33']
14.1651 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
14.1651 	INFO 	OpenGL version supported by driver is 4..
14.3997 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000012DB8A134F0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000012DB8A13490>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000012DB8B0C100>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(420.0), np.float64(240.0)], screen=0, size=array([1080,  600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.3998 	EXP 	window1: backgroundImage = ''
14.3998 	EXP 	window1: backgroundFit = 'none'
14.8837 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.8838 	EXP 	window1: recordFrameIntervals = False
15.0843 	EXP 	window1: recordFrameIntervals = True
15.2685 	EXP 	Screen (0) actual frame rate measured at 59.78Hz
15.2686 	EXP 	window1: recordFrameIntervals = False
15.3139 	INFO 	keyboard.Keyboard is using ptb backend.
15.3141 	INFO 	keyboard.Keyboard is using ptb backend.
15.3141 	EXP 	Lexical Decision Task: status = STARTED
15.4551 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
15.4564 	EXP 	Created Condition_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Condition_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
15.4619 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thank you for your time and effort', units='height', win=Window(...), wrapWidth=1)
0.0232 	EXP 	text: autoDraw = True
5.0381 	EXP 	Imported LDT_cond.xlsx as conditions, 100 conditions, 3 params
5.0404 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'Characters': 'rig', 'Corr_ans': 0, 'answer': 'left', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
5.0538 	INFO 	Keyboard events cleared
5.0537 	EXP 	text: autoDraw = False
5.0537 	EXP 	Condition_text: height = np.float64(0.05)
5.0537 	EXP 	Condition_text: height = np.float64(0.05)
5.0537 	EXP 	Condition_text: height = np.float64(0.05)
5.0537 	EXP 	Condition_text: text = 'rig'
5.0537 	EXP 	Condition_text: autoDraw = True
11.0784 	EXP 	Device response: <KeyPress from None: t=11.07060370000545, value=right, duration=None>
11.0787 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'Characters': 'nar', 'Corr_ans': 0, 'answer': 'left', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
11.0837 	DATA 	Keypress: right
11.1030 	INFO 	Keyboard events cleared
11.1029 	EXP 	Condition_text: autoDraw = False
11.1029 	EXP 	Condition_text: height = np.float64(0.05)
11.1029 	EXP 	Condition_text: height = np.float64(0.05)
11.1029 	EXP 	Condition_text: height = np.float64(0.05)
11.1029 	EXP 	Condition_text: text = 'nar'
11.1029 	EXP 	Condition_text: autoDraw = True
11.2710 	EXP 	Device response: <KeyPress from None: t=11.07060370000545, value=right, duration=0.19611199997598305>
11.8881 	EXP 	Device response: <KeyPress from None: t=11.882318300020415, value=left, duration=None>
11.8884 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'Characters': 'gled', 'Corr_ans': 0, 'answer': 'left', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
11.8934 	DATA 	Keypress: left
11.9042 	INFO 	Keyboard events cleared
11.9041 	EXP 	Condition_text: autoDraw = False
11.9041 	EXP 	Condition_text: height = np.float64(0.05)
11.9041 	EXP 	Condition_text: height = np.float64(0.05)
11.9041 	EXP 	Condition_text: height = np.float64(0.05)
11.9041 	EXP 	Condition_text: text = 'gled'
11.9041 	EXP 	Condition_text: autoDraw = True
12.0716 	EXP 	Device response: <KeyPress from None: t=11.882318300020415, value=left, duration=0.18498989997897297>
12.6545 	EXP 	Device response: <KeyPress from None: t=12.642327499983367, value=left, duration=None>
12.6548 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'Characters': 'bly', 'Corr_ans': 0, 'answer': 'left', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
12.6594 	DATA 	Keypress: left
12.6712 	INFO 	Keyboard events cleared
12.6710 	EXP 	Condition_text: autoDraw = False
12.6710 	EXP 	Condition_text: height = np.float64(0.05)
12.6710 	EXP 	Condition_text: height = np.float64(0.05)
12.6710 	EXP 	Condition_text: height = np.float64(0.05)
12.6710 	EXP 	Condition_text: text = 'bly'
12.6710 	EXP 	Condition_text: autoDraw = True
12.8211 	EXP 	Device response: <KeyPress from None: t=12.642327499983367, value=left, duration=0.1707520000054501>
13.3221 	DATA 	Keypress: left
13.3375 	EXP 	Device response: <KeyPress from None: t=13.321623499970883, value=left, duration=None>
13.3377 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'Characters': 'pum', 'Corr_ans': 0, 'answer': 'left', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
13.3545 	INFO 	Keyboard events cleared
13.3543 	EXP 	Condition_text: autoDraw = False
13.3543 	EXP 	Condition_text: height = np.float64(0.05)
13.3543 	EXP 	Condition_text: height = np.float64(0.05)
13.3543 	EXP 	Condition_text: height = np.float64(0.05)
13.3543 	EXP 	Condition_text: text = 'pum'
13.3543 	EXP 	Condition_text: autoDraw = True
13.5045 	EXP 	Device response: <KeyPress from None: t=13.321623499970883, value=left, duration=0.17649820004589856>
14.3370 	EXP 	Device response: <KeyPress from None: t=14.332586699980311, value=left, duration=None>
14.3373 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'Characters': 'card', 'Corr_ans': 1, 'answer': 'right', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
14.3419 	DATA 	Keypress: left
14.3539 	INFO 	Keyboard events cleared
14.3538 	EXP 	Condition_text: autoDraw = False
14.3538 	EXP 	Condition_text: height = np.float64(0.05)
14.3538 	EXP 	Condition_text: height = np.float64(0.05)
14.3538 	EXP 	Condition_text: height = np.float64(0.05)
14.3538 	EXP 	Condition_text: text = 'card'
14.3538 	EXP 	Condition_text: autoDraw = True
14.5042 	EXP 	Device response: <KeyPress from None: t=14.332586699980311, value=left, duration=0.16123750002589077>
14.8889 	DATA 	Keypress: right
14.9043 	EXP 	Device response: <KeyPress from None: t=14.887967100017704, value=right, duration=None>
14.9046 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'Characters': 'flower', 'Corr_ans': 1, 'answer': 'right', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
14.9209 	INFO 	Keyboard events cleared
14.9208 	EXP 	Condition_text: autoDraw = False
14.9208 	EXP 	Condition_text: height = np.float64(0.05)
14.9208 	EXP 	Condition_text: height = np.float64(0.05)
14.9208 	EXP 	Condition_text: height = np.float64(0.05)
14.9208 	EXP 	Condition_text: text = 'flower'
14.9208 	EXP 	Condition_text: autoDraw = True
15.0711 	EXP 	Device response: <KeyPress from None: t=14.887967100017704, value=right, duration=0.1706975999986753>
15.4543 	EXP 	Device response: <KeyPress from None: t=15.448507099994458, value=right, duration=None>
15.4546 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'Characters': 'spov', 'Corr_ans': 0, 'answer': 'left', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
15.4623 	DATA 	Keypress: right
15.4709 	INFO 	Keyboard events cleared
15.4707 	EXP 	Condition_text: autoDraw = False
15.4707 	EXP 	Condition_text: height = np.float64(0.05)
15.4707 	EXP 	Condition_text: height = np.float64(0.05)
15.4707 	EXP 	Condition_text: height = np.float64(0.05)
15.4707 	EXP 	Condition_text: text = 'spov'
15.4707 	EXP 	Condition_text: autoDraw = True
15.6211 	EXP 	Device response: <KeyPress from None: t=15.448507099994458, value=right, duration=0.1597872999846004>
16.1704 	EXP 	Device response: <KeyPress from None: t=16.159594899974763, value=left, duration=None>
16.1707 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'Characters': 'gup', 'Corr_ans': 0, 'answer': 'left', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
16.1753 	DATA 	Keypress: left
16.1872 	INFO 	Keyboard events cleared
16.1871 	EXP 	Condition_text: autoDraw = False
16.1871 	EXP 	Condition_text: height = np.float64(0.05)
16.1871 	EXP 	Condition_text: height = np.float64(0.05)
16.1871 	EXP 	Condition_text: height = np.float64(0.05)
16.1871 	EXP 	Condition_text: text = 'gup'
16.1871 	EXP 	Condition_text: autoDraw = True
16.3374 	EXP 	Device response: <KeyPress from None: t=16.159594899974763, value=left, duration=0.16423440002836287>
16.9369 	EXP 	Device response: <KeyPress from None: t=16.924731599981897, value=left, duration=None>
