Characters,Corr_ans,answer,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,text.started,Welcome.stopped,trial.started,Condition_text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_you_.started,text_2.started,text_2.stopped,Thank_you_.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
tiger,1,right,9,9,0,right,1,0.522095900028944,None,0,9,9,25,16.953699000005145,,,,,16.94099339999957,16.953699000005145,16.953699000005145,17.487330599979032,right,1,0.522095900028944,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
ship,1,right,10,10,0,right,1,0.5162178999744356,None,0,10,10,47,17.50382639997406,,,,,17.490671399980783,17.50382639997406,17.50382639997406,18.020765300025232,right,1,0.5162178999744356,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
dog,1,right,11,11,0,right,1,0.5679995000245981,None,0,11,11,18,18.037329700018745,,,,,18.024437199987005,18.037329700018745,18.037329700018745,18.620681300002616,right,1,0.5679995000245981,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
dors,0,left,12,12,0,left,1,1.2603840999654494,None,0,12,12,83,18.637043400027324,,,,,18.624162500025705,18.637043400027324,18.637043400027324,19.90371470001992,left,1,1.2603840999654494,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
vep,0,left,13,13,0,left,1,1.1168827000074089,None,0,13,13,64,19.920002800005022,,,,,19.907007100002375,19.920002800005022,19.920002800005022,21.05355419998523,left,1,1.1168827000074089,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
door,1,right,14,14,0,right,1,0.5081809999537654,None,0,14,14,49,21.070059899997432,,,,,21.056970799982082,21.070059899997432,21.070059899997432,21.586830199987162,right,1,0.5081809999537654,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
night,1,right,15,15,0,right,1,0.4954326000297442,None,0,15,15,8,21.60328889999073,,,,,21.590451499971095,21.60328889999073,21.60328889999073,22.10323549999157,right,1,0.4954326000297442,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
spl,0,left,16,16,0,left,1,0.8245916999876499,None,0,16,16,52,22.11987220001174,,,,,22.106739500013646,22.11987220001174,22.11987220001174,22.953406499989796,left,1,0.8245916999876499,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
nif,0,left,17,17,0,left,1,0.7796791000291705,None,0,17,17,89,22.969501000014134,,,,,22.956791599979624,22.969501000014134,22.969501000014134,23.753756800026167,left,1,0.7796791000291705,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
cloud,1,right,18,18,0,right,1,0.7000260999775492,None,0,18,18,16,23.769223599985708,,,,,23.757528899994213,23.769223599985708,23.769223599985708,24.486415299994405,right,1,0.7000260999775492,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
bipt,0,left,19,19,0,left,1,0.7372445000219159,None,0,19,19,90,24.503042299998924,,,,,24.49023659998784,24.503042299998924,24.503042299998924,25.25338730000658,left,1,0.7372445000219159,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
chair,1,right,20,20,0,right,1,0.6185115000116639,None,0,20,20,15,25.26956839999184,,,,,25.257196500024293,25.26956839999184,25.26956839999184,25.902997100027278,right,1,0.6185115000116639,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
hal,0,left,21,21,0,left,1,1.0625557000166737,None,0,21,21,88,25.919448999979068,,,,,25.906337600026745,25.919448999979068,25.919448999979068,26.98636699997587,left,1,1.0625557000166737,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
beach,1,right,22,22,0,right,1,0.8758397999918088,None,0,22,22,39,27.00266629998805,,,,,26.98998080001911,27.00266629998805,27.00266629998805,27.88593889999902,right,1,0.8758397999918088,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
wug,0,left,23,23,0,left,1,0.5852298000245355,None,0,23,23,61,27.901866099971812,,,,,27.889650799974333,27.901866099971812,27.901866099971812,28.50248050002847,left,1,0.5852298000245355,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
tup,0,left,24,24,0,left,1,0.6986201999825425,None,0,24,24,95,28.518935100000817,,,,,28.50587059999816,28.518935100000817,28.518935100000817,29.219327499973588,left,1,0.6986201999825425,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
kus,0,left,25,25,0,left,1,0.5834523999947123,None,0,25,25,58,29.235428899992257,,,,,29.22265359997982,29.235428899992257,29.235428899992257,29.819572300009895,left,1,0.5834523999947123,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
vix,0,left,26,26,0,left,1,0.48874780000187457,None,0,26,26,98,29.835738499998115,,,,,29.823324400000274,29.835738499998115,29.835738499998115,30.33565030002501,left,1,0.48874780000187457,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
cup,1,right,27,27,0,right,1,0.5627891999902204,None,0,27,27,7,30.35213830001885,,,,,30.33945929998299,30.35213830001885,30.35213830001885,30.91929029999301,right,1,0.5627891999902204,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
pencil,1,right,28,28,0,right,1,0.4793121999828145,None,0,28,28,19,30.935453800018877,,,,,30.923073199985083,30.935453800018877,30.935453800018877,31.419248400023207,right,1,0.4793121999828145,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
glass,1,right,29,29,0,right,1,0.44126480002887547,None,0,29,29,29,31.4351086000097,,,,,31.422801200009417,31.4351086000097,31.4351086000097,31.88552150002215,right,1,0.44126480002887547,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
sno,0,left,30,30,0,left,1,0.5791454000282101,None,0,30,30,69,31.901824700005818,,,,,31.888853100012057,31.901824700005818,31.901824700005818,32.48547489999328,left,1,0.5791454000282101,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
hei,0,left,31,31,0,left,1,0.8592292999965139,None,0,31,31,51,32.501605199999176,,,,,32.48893280001357,32.501605199999176,32.501605199999176,33.368685800000094,left,1,0.8592292999965139,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
phone,1,right,32,32,0,right,1,0.5803853000397794,None,0,32,32,20,33.38513040001271,,,,,33.372529899992514,33.38513040001271,33.38513040001271,33.968942300009076,right,1,0.5803853000397794,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
jkn,0,left,33,33,0,left,1,0.677224799990654,None,0,33,33,54,33.98464270000113,,,,,33.97527499997523,33.98464270000113,33.98464270000113,34.6686716999975,left,1,0.677224799990654,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
mouse,1,right,34,34,0,right,1,0.8773605999886058,None,0,34,34,33,34.68470039998647,,,,,34.673306500015315,34.68470039998647,34.68470039998647,35.56835339998361,right,1,0.8773605999886058,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
mouse,1,right,35,35,0,right,1,0.4433545999927446,None,0,35,35,22,35.58476489997702,,,,,35.56863799999701,35.58476489997702,35.58476489997702,36.03470010001911,right,1,0.4433545999927446,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
fen,0,left,36,36,0,left,1,0.6657335000345483,None,0,36,36,97,36.05176310002571,,,,,36.03797080001095,36.05176310002571,36.05176310002571,36.718389399989974,left,1,0.6657335000345483,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
leaf,1,right,37,37,0,right,1,0.5333607000065967,None,0,37,37,26,36.7343410999747,,,,,36.72069669998018,36.7343410999747,36.7343410999747,37.2845780000207,right,1,0.5333607000065967,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
cap,1,right,38,38,0,right,1,0.49242249998496845,None,0,38,38,3,37.30095230002189,,,,,37.28796970000258,37.30095230002189,37.30095230002189,37.80123590002768,right,1,0.49242249998496845,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
baf,0,left,39,39,0,right,0,0.5358053999952972,None,0,39,39,60,37.817686400027014,,,,,37.8045707999845,37.817686400027014,37.817686400027014,38.36800050002057,right,0,0.5358053999952972,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
tev,0,left,40,40,0,left,1,1.976701800012961,None,0,40,40,81,38.384333199996036,,,,,38.37152669997886,38.384333199996036,38.384333199996036,40.36758610000834,left,1,1.976701800012961,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
vist,0,left,41,41,0,left,1,0.9012914999620989,None,0,41,41,75,40.38418280001497,,,,,40.37096680002287,40.38418280001497,40.38418280001497,41.30088180000894,left,1,0.9012914999620989,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
bag,1,right,42,42,0,right,1,0.5605223999591544,None,0,42,42,46,41.31738080002833,,,,,41.304662799986545,41.31738080002833,41.31738080002833,41.884538599988446,right,1,0.5605223999591544,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
kib,0,left,43,43,0,left,1,0.5505561000318266,None,0,43,43,70,41.90056410001125,,,,,41.88832199998433,41.90056410001125,41.90056410001125,42.46734049997758,left,1,0.5505561000318266,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
wall,1,right,44,44,0,right,1,1.0791781999869272,None,0,44,44,37,42.48384709999664,,,,,42.4708325000247,42.48384709999664,42.48384709999664,43.56720140000107,right,1,1.0791781999869272,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
apple,1,right,45,45,0,right,1,0.6134956000023521,None,0,45,45,10,43.58363279997138,,,,,43.570892599993385,43.58363279997138,43.58363279997138,44.20067130000098,right,1,0.6134956000023521,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
ring,1,right,46,46,0,right,1,0.5161971999914385,None,0,46,46,36,44.21650410001166,,,,,44.20424729998922,44.21650410001166,44.21650410001166,44.73370400001295,right,1,0.5161971999914385,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
tea,1,right,47,47,0,right,1,0.5127224999596365,None,0,47,47,2,44.750076700001955,,,,,44.73702639999101,44.750076700001955,44.750076700001955,45.26748029998271,right,1,0.5127224999596365,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
shoe,1,right,48,48,0,right,1,0.4847598999622278,None,0,48,48,21,45.28325699997367,,,,,45.269810499972664,45.28325699997367,45.28325699997367,45.784081000019796,right,1,0.4847598999622278,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
wex,0,left,49,49,0,left,1,0.6110194000066258,None,0,49,49,78,45.800005899975076,,,,,45.7860265999916,45.800005899975076,45.800005899975076,46.41626440000255,left,1,0.6110194000066258,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
sote,0,left,50,50,0,left,1,0.6226840000017546,None,0,50,50,91,46.43268420000095,,,,,46.41995259997202,46.43268420000095,46.43268420000095,47.06717140000546,left,1,0.6226840000017546,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
gan,0,left,51,51,0,left,1,0.6011294000199996,None,0,51,51,99,47.08328810002422,,,,,47.07096659997478,47.08328810002422,47.08328810002422,47.700173199991696,left,1,0.6011294000199996,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
table,1,right,52,52,0,right,1,0.4894577999948524,None,0,52,52,27,47.71666530001676,,,,,47.70380100002512,47.71666530001676,47.71666530001676,48.21664489997784,right,1,0.4894577999948524,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
train,1,right,53,53,0,right,1,1.3626438000355847,None,0,53,53,38,48.233115900016855,,,,,48.220259799971245,48.233115900016855,48.233115900016855,49.60012369998731,right,1,1.3626438000355847,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
sun,1,right,54,54,0,right,1,0.6411522999987938,None,0,54,54,31,49.61642199999187,,,,,49.60339080000995,49.61642199999187,49.61642199999187,50.26650319999317,right,1,0.6411522999987938,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
nsh,0,left,55,55,0,left,1,0.6259239999926649,None,0,55,55,50,50.28282319998834,,,,,50.26986649999162,50.28282319998834,50.28282319998834,50.916149399999995,left,1,0.6259239999926649,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
river,1,right,56,56,0,right,1,1.2205881999689154,None,0,56,56,11,50.932907700014766,,,,,50.92021880001994,50.932907700014766,50.932907700014766,52.1662018999923,right,1,1.2205881999689154,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
day,1,right,57,57,0,right,1,0.7756430000299588,None,0,57,57,9,52.18260439997539,,,,,52.16955340001732,52.18260439997539,52.18260439997539,52.96639249997679,right,1,0.7756430000299588,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
window,1,right,58,58,0,right,1,0.4661175000364892,None,0,58,58,14,52.98235140001634,,,,,52.971303900005296,52.98235140001634,52.98235140001634,53.46573050000006,right,1,0.4661175000364892,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
pat,1,right,59,59,0,right,1,0.7228625999996439,None,0,59,59,4,53.482331999985036,,,,,53.469013699970674,53.482331999985036,53.482331999985036,54.2158608000027,right,1,0.7228625999996439,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
plant,1,right,60,60,0,right,1,0.5231577000231482,None,0,60,60,5,54.23226489999797,,,,,54.219588799984194,54.23226489999797,54.23226489999797,54.76571539998986,right,1,0.5231577000231482,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
plo,0,left,61,61,0,left,1,0.6978027000441216,None,0,61,61,71,54.78209140000399,,,,,54.7690230999724,54.78209140000399,54.78209140000399,55.48303870001109,left,1,0.6978027000441216,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
def,0,left,62,62,0,left,1,0.7819871000247076,None,0,62,62,74,55.498785400006454,,,,,55.48635159997502,55.498785400006454,55.498785400006454,56.282994400011376,left,1,0.7819871000247076,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
pik,0,left,63,63,0,left,1,0.5890206000185572,None,0,63,63,53,56.29881649999879,,,,,56.2862847999786,56.29881649999879,56.29881649999879,56.899233200005256,left,1,0.5890206000185572,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
del,0,left,64,64,0,left,1,0.6507164999493398,None,0,64,64,59,56.9155701000127,,,,,56.90276929998072,56.9155701000127,56.9155701000127,57.58265820000088,left,1,0.6507164999493398,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
book,1,right,65,65,0,right,1,0.49395089998142794,None,0,65,65,13,57.598783100023866,,,,,57.58656059997156,57.598783100023866,57.598783100023866,58.09912919998169,right,1,0.49395089998142794,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
lake,1,right,66,66,0,right,1,0.5228645000024699,None,0,66,66,24,58.11527639999986,,,,,58.102947300008964,58.11527639999986,58.11527639999986,58.64871310000308,right,1,0.5228645000024699,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
glin,0,left,67,67,0,right,0,0.5133982999832369,None,0,67,67,65,58.664574299997184,,,,,58.65200649999315,58.664574299997184,58.664574299997184,59.1823648000136,right,0,0.5133982999832369,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
Cat,1,right,68,68,0,right,1,1.1559632999706082,None,0,68,68,0,59.19826520001516,,,,,59.18825549999019,59.19826520001516,59.19826520001516,60.364989100024104,right,1,1.1559632999706082,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
tam,0,left,69,69,0,left,1,0.9783028000383638,None,0,69,69,68,60.38134640001226,,,,,60.368256799993105,60.38134640001226,60.38134640001226,61.364560100017115,left,1,0.9783028000383638,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
team,1,right,70,70,0,right,1,1.7793004999984987,None,0,70,70,6,61.38112480001291,,,,,61.368045300012454,61.38112480001291,61.38112480001291,63.164899899973534,right,1,1.7793004999984987,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
ruve,0,left,71,71,0,left,1,0.6959974999772385,None,0,71,71,67,63.18128429999342,,,,,63.16829389997292,63.18128429999342,63.18128429999342,63.881655999983195,left,1,0.6959974999772385,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
lom,0,left,72,72,0,left,1,1.5451329999486916,None,0,72,72,77,63.89778759999899,,,,,63.885169000015594,63.89778759999899,63.89778759999899,65.44727820000844,left,1,1.5451329999486916,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
moon,1,right,73,73,0,right,1,0.5534660999546759,None,0,73,73,35,65.4644712000154,,,,,65.45156519999728,65.4644712000154,65.4644712000154,66.03094159998,right,1,0.5534660999546759,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
salt,1,right,74,74,0,right,1,0.7508664000197314,None,0,74,74,42,66.0466543000075,,,,,66.0342789000133,66.0466543000075,66.0466543000075,66.81429130001925,right,1,0.7508664000197314,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
music,1,right,75,75,0,right,1,0.4732331999693997,None,0,75,75,17,66.83049480000045,,,,,66.81796660000691,66.83049480000045,66.83049480000045,67.31426960002864,right,1,0.4732331999693997,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
rose,1,right,76,76,0,right,1,0.5038702000165358,None,0,76,76,48,67.33049919997575,,,,,67.31761530000949,67.33049919997575,67.33049919997575,67.84748970001237,right,1,0.5038702000165358,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
taz,0,left,77,77,0,left,1,0.5210203999886289,None,0,77,77,76,67.86367460002657,,,,,67.85389339999529,67.86367460002657,67.86367460002657,68.39746629999718,left,1,0.5210203999886289,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
psw,0,left,78,78,0,left,1,0.4960484000039287,None,0,78,78,57,68.41389979998348,,,,,68.40076829999452,68.41389979998348,68.41389979998348,68.91438349999953,left,1,0.4960484000039287,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
car,1,right,79,79,0,right,1,0.5190739999525249,None,0,79,79,32,68.9303074000054,,,,,68.91774180001812,68.9303074000054,68.9303074000054,69.46394370001508,right,1,0.5190739999525249,None,,,,,4,001,2025-11-18_11h54.10.500,Lexical Decision Task,,2025.1.1,59.78111742719665,2025-11-18 11h54.19.032527 +0530,
