Characters,Corr_ans,answer,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,text.started,Welcome.stopped,trial.started,Condition_text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_you_.started,text_2.started,text_2.stopped,Thank_you_.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
dog,1,right,10,10,0,right,1,0.6037306999787688,None,0,10,10,18,25.378843700047582,,,,,25.365748900047038,25.378843700047582,25.378843700047582,25.995417000027373,right,1,0.6037306999787688,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
pat,1,right,11,11,0,right,1,0.9418092999840155,None,0,11,11,4,26.012100300053135,,,,,25.9977522000554,26.012100300053135,26.012100300053135,26.963165900029708,right,1,0.9418092999840155,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
ruve,0,left,12,12,0,left,1,1.4102158999885432,None,0,12,12,67,26.97875040001236,,,,,26.966834800026845,26.97875040001236,26.97875040001236,28.396354000025894,left,1,1.4102158999885432,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
lom,0,left,13,13,0,left,1,1.557854300015606,None,0,13,13,77,28.412193800031673,,,,,28.399492500000633,28.412193800031673,28.412193800031673,29.978756299999077,left,1,1.557854300015606,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
bar,1,right,14,14,0,right,1,0.5840165999834426,None,0,14,14,1,29.995080700027756,,,,,29.980187500012107,29.995080700027756,29.995080700027756,30.595352400036063,right,1,0.5840165999834426,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
star,1,right,15,15,0,right,1,0.678421399963554,None,0,15,15,12,30.611303100013174,,,,,30.597585800045636,30.611303100013174,30.611303100013174,31.29566150001483,right,1,0.678421399963554,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
bipt,0,left,16,16,0,left,1,3.505138900014572,None,0,16,16,90,31.312605200044345,,,,,31.29945150000276,31.312605200044345,31.312605200044345,34.829334800015204,left,1,3.505138900014572,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
tree,1,right,17,17,0,right,1,0.7717291000299156,None,0,17,17,30,34.84553480002796,,,,,34.83261510002194,34.84553480002796,34.84553480002796,35.62895350001054,right,1,0.7717291000299156,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
glin,0,left,18,18,0,left,1,0.8819894000189379,None,0,18,18,65,35.64554770005634,,,,,35.632289900036994,35.64554770005634,35.64554770005634,36.52869300002931,left,1,0.8819894000189379,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
kus,0,left,19,19,0,left,1,1.0632188000017777,None,0,19,19,58,36.54504010005621,,,,,36.53196890000254,36.54504010005621,36.54504010005621,37.611973600054625,left,1,1.0632188000017777,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
salt,1,right,20,20,0,right,1,0.7157259000232443,None,0,20,20,42,37.62808380002389,,,,,37.615495900041424,37.62808380002389,37.62808380002389,38.346418100001756,right,1,0.7157259000232443,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
lake,1,right,21,21,0,right,1,0.9372133000288159,None,0,21,21,24,38.36185030004708,,,,,38.349839300033636,38.36185030004708,38.36185030004708,39.311585400020704,right,1,0.9372133000288159,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
vix,0,left,22,22,0,left,1,0.872414999990724,None,0,22,22,98,39.32770530000562,,,,,39.314585600048304,39.32770530000562,39.32770530000562,40.21178240003064,left,1,0.872414999990724,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
vist,0,left,23,23,0,left,1,2.5989276000182144,None,0,23,23,75,40.22741790005239,,,,,40.214883300010115,40.22741790005239,40.22741790005239,42.82901790004689,left,1,2.5989276000182144,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
zor,0,left,24,24,0,left,1,0.8123113000183366,None,0,24,24,63,42.844351900042966,,,,,42.83276430005208,42.844351900042966,42.844351900042966,43.661126300052274,left,1,0.8123113000183366,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
rose,1,right,25,25,0,right,1,0.655028700013645,None,0,25,25,48,43.67763250001008,,,,,43.66449220001232,43.67763250001008,43.67763250001008,44.34460090001812,right,1,0.655028700013645,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
moon,1,right,26,26,0,right,1,0.9072286000009626,None,0,26,26,35,44.36088910000399,,,,,44.347948600014206,44.36088910000399,44.36088910000399,45.27748650003923,right,1,0.9072286000009626,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
card,1,right,27,27,0,right,1,0.9340385000105016,None,0,27,27,40,45.29393280000659,,,,,45.28094890003558,45.29393280000659,45.29393280000659,46.24428560002707,right,1,0.9340385000105016,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
gan,0,left,28,28,0,left,1,1.6989826000062749,None,0,28,28,99,46.260590700025205,,,,,46.2476311000064,46.260590700025205,46.260590700025205,47.960928500047885,left,1,1.6989826000062749,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
night,1,right,29,29,0,right,1,0.9273176999995485,None,0,29,29,8,47.977058300049976,,,,,47.96467750001466,47.977058300049976,47.977058300049976,48.91019150003558,right,1,0.9273176999995485,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
flower,1,right,30,30,0,right,1,0.863257099990733,None,0,30,30,34,48.92648540000664,,,,,48.9138633000548,48.92648540000664,48.92648540000664,49.793913200031966,right,1,0.863257099990733,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
pik,0,left,31,31,0,left,1,1.131607300019823,None,0,31,31,53,49.810068700055126,,,,,49.79741040000226,49.810068700055126,49.810068700055126,50.94427160004852,left,1,1.131607300019823,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
chair,1,right,32,32,0,right,1,0.7469535000273027,None,0,32,32,15,50.95925820001867,,,,,50.94843570003286,50.95925820001867,50.95925820001867,51.71031110000331,right,1,0.7469535000273027,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
tev,0,left,33,33,0,right,0,1.1559334000339732,None,0,33,33,81,51.72645260003628,,,,,51.713750900002196,51.72645260003628,51.72645260003628,52.89381230005529,right,0,1.1559334000339732,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
mouse,1,right,34,34,0,right,1,3.7993117000442,None,0,34,34,22,52.90944220003439,,,,,52.897528300003614,52.90944220003439,52.90944220003439,56.7263118000119,right,1,3.7993117000442,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
wall,1,right,35,35,0,right,1,1.5078478999785148,None,0,35,35,37,56.742542700027116,,,,,56.72973610000918,56.742542700027116,56.742542700027116,58.259480500011705,right,1,1.5078478999785148,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
fip,0,left,36,36,0,left,1,1.0003415000392124,None,0,36,36,66,58.27534560003551,,,,,58.2627358000027,58.27534560003551,58.27534560003551,59.29250650003087,left,1,1.0003415000392124,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
spl,0,left,37,37,0,left,1,0.8576149999862537,None,0,37,37,52,59.30904500000179,,,,,59.29578169999877,59.30904500000179,59.30904500000179,60.17579580005258,left,1,0.8576149999862537,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
plo,0,left,38,38,0,left,1,0.8941390999825671,None,0,38,38,71,60.19221850001486,,,,,60.179057500034105,60.19221850001486,60.19221850001486,61.09232310001971,left,1,0.8941390999825671,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
glass,1,right,39,39,0,right,1,0.7241803000215441,None,0,39,39,29,61.1076061000349,,,,,61.09487190004438,61.1076061000349,61.1076061000349,61.842552300018724,right,1,0.7241803000215441,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
tam,0,left,40,40,0,left,1,1.2814835999743082,None,0,40,40,68,61.86072960001184,,,,,61.84656690002885,61.86072960001184,61.86072960001184,63.15840670000762,left,1,1.2814835999743082,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
beach,1,right,41,41,0,right,1,0.6927534000133164,None,0,41,41,39,63.175107300048694,,,,,63.16196980001405,63.175107300048694,63.175107300048694,63.875128200044855,right,1,0.6927534000133164,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
jkn,0,left,42,42,0,left,1,0.9576358000049368,None,0,42,42,54,63.8915109000518,,,,,63.8786038000253,63.8915109000518,63.8915109000518,64.85848610004177,left,1,0.9576358000049368,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
door,1,right,43,43,0,right,1,0.999187899986282,None,0,43,43,49,64.8745325000491,,,,,64.86150870000711,64.8745325000491,64.8745325000491,65.8748202000279,right,1,0.999187899986282,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
sote,0,left,44,44,0,left,1,0.9486539000063203,None,0,44,44,91,65.89101940003457,,,,,65.87789820000762,65.89101940003457,65.89101940003457,66.84232920000795,left,1,0.9486539000063203,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
bly,0,left,45,45,0,left,1,1.0526058999821544,None,0,45,45,96,66.85719020001125,,,,,66.84537530003581,66.85719020001125,66.85719020001125,67.92498950002482,left,1,1.0526058999821544,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
jod,0,left,46,46,0,left,1,1.5000781000126153,None,0,46,46,93,67.94052200001897,,,,,67.92817770002875,67.94052200001897,67.94052200001897,69.44113290001405,left,1,1.5000781000126153,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
tim,0,left,47,47,0,right,0,1.7499234999995679,None,0,47,47,62,69.45672420004848,,,,,69.44439700001385,69.45672420004848,69.45672420004848,71.20792570000049,right,0,1.7499234999995679,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
vep,0,left,48,48,0,left,1,0.9480774000403471,None,0,48,48,64,71.22428940003738,,,,,71.21174460003385,71.22428940003738,71.22428940003738,72.17485760001,left,1,0.9480774000403471,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
gup,0,left,49,49,0,left,1,0.9781703000189736,None,0,49,49,82,72.19014410005184,,,,,72.17809010000201,72.19014410005184,72.19014410005184,73.17401500005508,left,1,0.9781703000189736,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
day,1,right,50,50,0,right,1,0.8242740000132471,None,0,50,50,9,73.19040010002209,,,,,73.17726380005479,73.19040010002209,73.19040010002209,74.02429550001398,right,1,0.8242740000132471,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
train,1,right,51,51,0,right,1,0.8180937999859452,None,0,51,51,38,74.04031800001394,,,,,74.02796580002178,74.04031800001394,74.04031800001394,74.87383570004022,right,1,0.8180937999859452,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
window,1,right,52,52,0,right,1,0.7185893999994732,None,0,52,52,14,74.89031940000132,,,,,74.87764660001267,74.89031940000132,74.89031940000132,75.62393130001146,right,1,0.7185893999994732,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
leaf,1,right,53,53,0,right,1,0.7548593999817967,None,0,53,53,26,75.64029609999852,,,,,75.62729690002743,75.64029609999852,75.64029609999852,76.40693300002022,right,1,0.7548593999817967,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
kilp,0,left,54,54,0,left,1,1.7282540999585763,None,0,54,54,94,76.42286450002575,,,,,76.41028920002282,76.42286450002575,76.42286450002575,78.15663470001891,left,1,1.7282540999585763,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
psw,0,left,55,55,0,left,1,0.7946603000164032,None,0,55,55,57,78.17252350004856,,,,,78.15937900001882,78.17252350004856,78.17252350004856,78.97202760004438,left,1,0.7946603000164032,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
ship,1,right,56,56,0,right,1,0.7330178000265732,None,0,56,56,47,78.98849630000768,,,,,78.97598920000019,78.98849630000768,78.98849630000768,79.72378810000373,right,1,0.7330178000265732,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
sno,0,left,57,57,0,left,1,0.9580654000164941,None,0,57,57,69,79.73943450005027,,,,,79.72647080000024,79.73943450005027,79.73943450005027,80.70682520000264,left,1,0.9580654000164941,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
Cat,1,right,58,58,0,right,1,0.6944519000244327,None,0,58,58,0,80.72281290002866,,,,,80.71265090000816,80.72281290002866,80.72281290002866,81.42296070000157,right,1,0.6944519000244327,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
nsh,0,left,59,59,0,left,1,0.8485329999821261,None,0,59,59,50,81.43915750004817,,,,,81.42621400003554,81.43915750004817,81.43915750004817,82.29042130004382,left,1,0.8485329999821261,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
apple,1,right,60,60,0,right,1,0.7085116999805905,None,0,60,60,10,82.3061219000374,,,,,82.2943105000304,82.3061219000374,82.3061219000374,83.02283320005517,right,1,0.7085116999805905,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
mip,0,left,61,61,0,left,1,1.074249500001315,None,0,61,61,84,83.03938650002237,,,,,83.02626600000076,83.03938650002237,83.03938650002237,84.12257540004794,left,1,1.074249500001315,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
king,1,right,62,62,0,right,1,0.690134400036186,None,0,62,62,43,84.13879280001856,,,,,84.12612810003338,84.13879280001856,84.13879280001856,84.8393126000301,right,1,0.690134400036186,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
del,0,left,63,63,0,left,1,0.9243158000172116,None,0,63,63,59,84.8557593000005,,,,,84.84318190003978,84.8557593000005,84.8557593000005,85.78913710004417,left,1,0.9243158000172116,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
cap,1,right,64,64,0,right,1,1.099077099992428,None,0,64,64,3,85.80573410005309,,,,,85.79243400000269,85.80573410005309,85.80573410005309,86.90581150003709,right,1,1.099077099992428,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
def,0,left,65,65,0,left,1,2.7994022000348195,None,0,65,65,74,86.92175000003772,,,,,86.90913550002733,86.92175000003772,86.92175000003772,89.72183760005282,left,1,2.7994022000348195,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
music,1,right,66,66,0,right,1,0.5536607999820262,None,0,66,66,17,89.73811100004241,,,,,89.72556750004878,89.73811100004241,89.73811100004241,90.30539890000364,right,1,0.5536607999820262,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
table,1,right,67,67,0,right,1,0.6620676000020467,None,0,67,67,27,90.32165510003688,,,,,90.30903970001964,90.32165510003688,90.32165510003688,90.98850820004009,right,1,0.6620676000020467,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
bag,1,right,68,68,0,right,1,0.8632870999863371,None,0,68,68,46,91.00417590001598,,,,,90.992083500023,91.00417590001598,91.00417590001598,91.87154100002954,right,1,0.8632870999863371,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
nar,0,left,69,69,0,left,1,0.8254983000224456,None,0,69,69,85,91.88794270000653,,,,,91.87482170003932,91.88794270000653,91.88794270000653,92.7218705000123,left,1,0.8254983000224456,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
tup,0,left,70,70,0,left,1,1.090898800001014,None,0,70,70,95,92.73801070003537,,,,,92.7251729000127,92.73801070003537,92.73801070003537,93.8378971000202,left,1,1.090898800001014,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
team,1,right,71,71,0,right,1,0.6348573999712244,None,0,71,71,6,93.8538657000172,,,,,93.84188440005528,93.8538657000172,93.8538657000172,94.50464630004717,right,1,0.6348573999712244,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
bird,1,right,72,72,0,right,1,0.6593355999793857,None,0,72,72,44,94.52079990005586,,,,,94.5080650000018,94.52079990005586,94.52079990005586,95.18781180004589,right,1,0.6593355999793857,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
cup,1,right,73,73,0,right,1,0.7203766999882646,None,0,73,73,7,95.20416180003667,,,,,95.1910914000473,95.20416180003667,95.20416180003667,95.93794780003373,right,1,0.7203766999882646,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
rek,0,left,74,74,0,left,1,0.6310124999727122,None,0,74,74,87,95.95401390001643,,,,,95.94126200000755,95.95401390001643,95.95401390001643,96.58795410004677,left,1,0.6310124999727122,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
shoe,1,right,75,75,0,left,0,1.0072877000202425,None,0,75,75,21,96.60408760001883,,,,,96.59139190003043,96.60408760001883,96.60408760001883,97.62096510000993,left,0,1.0072877000202425,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
kiy,0,left,76,76,0,left,1,0.9897272000089288,None,0,76,76,55,97.63719810004113,,,,,97.6242740000016,97.63719810004113,97.63719810004113,98.63739830005215,left,1,0.9897272000089288,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
rig,0,left,77,77,0,left,1,1.0090711999800988,None,0,77,77,72,98.65352370002074,,,,,98.64080470002955,98.65352370002074,98.65352370002074,99.6708383000223,left,1,1.0090711999800988,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
desk,1,right,78,78,0,right,1,1.6059520000126213,None,0,78,78,45,99.68743720004568,,,,,99.67412040004274,99.68743720004568,99.68743720004568,101.3038609000505,right,1,1.6059520000126213,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
lun,0,left,79,79,0,left,1,1.0733185999561101,None,0,79,79,73,101.32029990002047,,,,,101.30760920001194,101.32029990002047,101.32029990002047,102.40357640001457,left,1,1.0733185999561101,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
river,1,right,80,80,0,right,1,0.7192588000325486,None,0,80,80,11,102.42016910004895,,,,,102.40733730001375,102.42016910004895,102.42016910004895,103.15348360000644,right,1,0.7192588000325486,None,,,,,5,001,2025-11-18_21h54.49.246,Lexical Decision Task,,2025.1.1,60.078715130448636,2025-11-18 21h54.59.077662 +0530,
