Characters,Corr_ans,answer,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,text.started,Welcome.stopped,trial.started,Condition_text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_you_.started,text_2.started,text_2.stopped,Thank_you_.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
bipt,0,left,9,9,0,left,1,0.7864683999796398,None,0,9,9,90,15.74852429999737,,,,,15.73535080003785,15.74852429999737,15.74852429999737,16.548521300021093,left,1,0.7864683999796398,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
pat,1,right,10,10,0,right,1,1.1001208999659866,None,0,10,10,4,16.56518940004753,,,,,16.551983700017445,16.56518940004753,16.56518940004753,17.68167950003408,right,1,1.1001208999659866,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
beach,1,right,11,11,0,right,1,0.787850700027775,None,0,11,11,39,17.69771200005198,,,,,17.685496500052977,17.69771200005198,17.69771200005198,18.498282700020354,right,1,0.787850700027775,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
sno,0,left,12,12,0,left,1,1.5573571000131778,None,0,12,12,69,18.51478710002266,,,,,18.501895000052173,18.51478710002266,18.51478710002266,20.08144350000657,left,1,1.5573571000131778,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
nar,0,left,13,13,0,left,1,1.5457486999803223,None,0,13,13,85,20.097702600003686,,,,,20.084868900012225,20.097702600003686,20.097702600003686,21.648033600009512,left,1,1.5457486999803223,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
cup,1,right,14,14,0,right,1,0.8291693999781273,None,0,14,14,7,21.664066900033504,,,,,21.651354800036643,21.664066900033504,21.664066900033504,22.497704200039152,right,1,0.8291693999781273,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
pik,0,left,15,15,0,left,1,0.9295384000288323,None,0,15,15,53,22.514036100008525,,,,,22.501024600001983,22.514036100008525,22.514036100008525,23.448115000035614,left,1,0.9295384000288323,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
ring,1,right,16,16,0,right,1,1.0292366000358015,None,0,16,16,36,23.464072500006296,,,,,23.451486800040584,23.464072500006296,23.464072500006296,24.497834100038745,right,1,1.0292366000358015,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
plant,1,right,17,17,0,right,1,0.8461533999652602,None,0,17,17,5,24.513660000055097,,,,,24.501510700036306,24.513660000055097,24.513660000055097,25.36426780000329,right,1,0.8461533999652602,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
tup,0,left,18,18,0,left,1,1.01024370000232,None,0,18,18,95,25.380512900010217,,,,,25.367721700051334,25.380512900010217,25.380512900010217,26.39725050004199,left,1,1.01024370000232,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
nif,0,left,19,19,0,left,1,0.9266862000222318,None,0,19,19,89,26.413824600051157,,,,,26.400693500007037,26.413824600051157,26.413824600051157,27.34719630004838,left,1,0.9266862000222318,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
gup,0,left,20,20,0,left,1,0.9121574999880977,None,0,20,20,82,27.36363750003511,,,,,27.35091060004197,27.36363750003511,27.36363750003511,28.280476900050417,left,1,0.9121574999880977,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
pencil,1,right,21,21,0,right,1,0.6448926000157371,None,0,21,21,19,28.296593800012488,,,,,28.28411910001887,28.296593800012488,28.296593800012488,28.946585400030017,right,1,0.6448926000157371,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
cap,1,right,22,22,0,right,1,0.6331894000177272,None,0,22,22,3,28.963246800005436,,,,,28.94995610002661,28.963246800005436,28.963246800005436,29.59690300002694,right,1,0.6331894000177272,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
shirt,1,right,23,23,0,right,1,0.6059049000032246,None,0,23,23,28,29.613456799997948,,,,,29.600775800005067,29.613456799997948,29.613456799997948,30.230033800005913,right,1,0.6059049000032246,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
door,1,right,24,24,0,left,0,0.7678046000073664,None,0,24,24,49,30.246477400010917,,,,,30.233410000044387,30.246477400010917,30.246477400010917,31.029962500033434,left,0,0.7678046000073664,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
rek,0,left,25,25,0,right,0,0.647062600008212,None,0,25,25,87,31.046255699999165,,,,,31.0333387000137,31.046255699999165,31.046255699999165,31.697036100027617,right,0,0.647062600008212,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
star,1,right,26,26,0,right,1,2.212140100018587,None,0,26,26,12,31.712628600012977,,,,,31.700409800047055,31.712628600012977,31.712628600012977,33.929286600032356,right,1,2.212140100018587,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
mip,0,left,27,27,0,left,1,1.0630848999717273,None,0,27,27,84,33.946275100053754,,,,,33.93263090000255,33.946275100053754,33.946275100053754,35.013230800046586,left,1,1.0630848999717273,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
river,1,right,28,28,0,right,1,0.7212351000052877,None,0,28,28,11,35.02913840004476,,,,,35.02032120001968,35.02913840004476,35.02913840004476,35.762603800045326,right,1,0.7212351000052877,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
king,1,right,29,29,0,right,1,0.8720874999999069,None,0,29,29,43,35.77942830004031,,,,,35.765993700013496,35.77942830004031,35.77942830004031,36.662804800027516,right,1,0.8720874999999069,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
rig,0,left,30,30,0,left,1,0.6971195000223815,None,0,30,30,72,36.67867760005174,,,,,36.666126000054646,36.67867760005174,36.67867760005174,37.37956800003303,left,1,0.6971195000223815,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
apple,1,right,31,31,0,right,1,0.6457628999487497,None,0,31,31,10,37.39543870004127,,,,,37.38320880004903,37.39543870004127,37.39543870004127,38.04563870001584,right,1,0.6457628999487497,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
fen,0,left,32,32,0,left,1,0.6897065000375733,None,0,32,32,97,38.06208600004902,,,,,38.04906790005043,38.06208600004902,38.06208600004902,38.76228310004808,left,1,0.6897065000375733,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
team,1,right,33,33,0,right,1,0.5797039999742992,None,0,33,33,6,38.77837020001607,,,,,38.76574180001626,38.77837020001607,38.77837020001607,39.36295470001642,right,1,0.5797039999742992,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
leaf,1,right,34,34,0,left,0,0.7294740999932401,None,0,34,34,26,39.378614900051616,,,,,39.366404800035525,39.378614900051616,39.378614900051616,40.1126298000454,left,0,0.7294740999932401,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
day,1,right,35,35,0,right,1,1.014795699971728,None,0,35,35,9,40.12862460000906,,,,,40.115947400045116,40.12862460000906,40.12862460000906,41.14579420001246,right,1,1.014795699971728,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
jkn,0,left,36,36,0,left,1,0.8028002000064589,None,0,36,36,54,41.16071450000163,,,,,41.15108860004693,41.16071450000163,41.16071450000163,41.97897000005469,left,1,0.8028002000064589,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
lake,1,right,37,37,0,right,1,1.2350191000150517,None,0,37,37,24,41.994367000006605,,,,,41.98245670000324,41.994367000006605,41.994367000006605,43.245117800019216,right,1,1.2350191000150517,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
zor,0,left,38,38,0,left,1,0.983363300038036,None,0,38,38,63,43.26149200001964,,,,,43.25103710003896,43.26149200001964,43.26149200001964,44.24557670002105,left,1,0.983363300038036,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
gan,0,left,39,39,0,left,1,0.7013867000350729,None,0,39,39,99,44.26120720000472,,,,,44.24890930001857,44.26120720000472,44.26120720000472,44.977895400021225,left,1,0.7013867000350729,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
vix,0,left,40,40,0,left,1,0.5766149999690242,None,0,40,40,98,44.99449090001872,,,,,44.98119530000258,44.99449090001872,44.99449090001872,45.57808710000245,left,1,0.5766149999690242,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
flower,1,right,41,41,0,right,1,0.6227879999787547,None,0,41,41,34,45.594550400041044,,,,,45.58170920005068,45.594550400041044,45.594550400041044,46.22761390003143,right,1,0.6227879999787547,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
baf,0,left,42,42,0,left,1,0.8169747000210918,None,0,42,42,60,46.244642800011206,,,,,46.230903800053056,46.244642800011206,46.244642800011206,47.078175400034525,left,1,0.8169747000210918,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
psw,0,left,43,43,0,left,1,0.6035292000160553,None,0,43,43,57,47.09440610004822,,,,,47.08154939999804,47.09440610004822,47.09440610004822,47.71116050001001,left,1,0.6035292000160553,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
tev,0,left,44,44,0,left,1,0.49548819998744875,None,0,44,44,81,47.72780600003898,,,,,47.71503390005091,47.72780600003898,47.72780600003898,48.227931100002024,left,1,0.49548819998744875,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
plo,0,left,45,45,0,left,1,0.6484930000151508,None,0,45,45,71,48.24421140004415,,,,,48.231193500047084,48.24421140004415,48.24421140004415,48.89514259999851,left,1,0.6484930000151508,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
shoe,1,right,46,46,0,right,1,0.617444500036072,None,0,46,46,21,48.91085410001688,,,,,48.89854910003487,48.91085410001688,48.91085410001688,49.54401010001311,right,1,0.617444500036072,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
kilp,0,left,47,47,0,left,1,1.0131002999842167,None,0,47,47,94,49.560584100021515,,,,,49.54730550001841,49.560584100021515,49.560584100021515,50.57783390005352,left,1,1.0131002999842167,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
spov,0,left,48,48,0,left,1,1.2154053000267595,None,0,48,48,86,50.593957800010685,,,,,50.58129500003997,50.593957800010685,50.593957800010685,51.81097570003476,left,1,1.2154053000267595,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
lom,0,left,49,49,0,left,1,0.6439058000105433,None,0,49,49,77,51.826918500009924,,,,,51.814233700046316,51.826918500009924,51.826918500009924,52.4771193000488,left,1,0.6439058000105433,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
ruve,0,left,50,50,0,left,1,0.9470085000502877,None,0,50,50,67,52.49344520003069,,,,,52.48051730002044,52.49344520003069,52.49344520003069,53.44414630002575,left,1,0.9470085000502877,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
bag,1,right,51,51,0,right,1,0.7460072999820113,None,0,51,51,46,53.46016660000896,,,,,53.44749580003554,53.46016660000896,53.46016660000896,54.21070640004473,right,1,0.7460072999820113,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
ship,1,right,52,52,0,right,1,1.0666245000320487,None,0,52,52,47,54.22607270005392,,,,,54.214511800033506,54.22607270005392,54.22607270005392,55.29377220000606,right,1,1.0666245000320487,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
nsh,0,left,53,53,0,left,1,0.7169698000070639,None,0,53,53,50,55.3100147000514,,,,,55.29710550000891,55.3100147000514,55.3100147000514,56.043257000041194,left,1,0.7169698000070639,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
glass,1,right,54,54,0,right,1,1.31275410001399,None,0,54,54,29,56.059980100020766,,,,,56.04690430004848,56.059980100020766,56.059980100020766,57.3790915000136,right,1,1.31275410001399,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
lun,0,left,55,55,0,left,1,0.6731849000207148,None,0,55,55,73,57.39501910004765,,,,,57.38249230000656,57.39501910004765,57.39501910004765,58.07681940001203,left,1,0.6731849000207148,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
mouse,1,right,56,56,0,right,1,0.6804991000099108,None,0,56,56,33,58.09314520005137,,,,,58.08055490005063,58.09314520005137,58.09314520005137,58.77639840001939,right,1,0.6804991000099108,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
tea,1,right,57,57,0,right,1,0.6511533000157215,None,0,57,57,2,58.79285940004047,,,,,58.77980860002572,58.79285940004047,58.79285940004047,59.459190600027796,right,1,0.6511533000157215,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
card,1,right,58,58,0,right,1,0.5894321999512613,None,0,58,58,40,59.476146600034554,,,,,59.46263640001416,59.476146600034554,59.476146600034554,60.07662960002199,right,1,0.5894321999512613,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
car,1,right,59,59,0,right,1,0.554153100005351,None,0,59,59,32,60.092665100004524,,,,,60.079965400043875,60.092665100004524,60.092665100004524,60.659534800041,right,1,0.554153100005351,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
tiger,1,right,60,60,0,right,1,0.49938350002048537,None,0,60,60,25,60.67574080004124,,,,,60.66456350003136,60.67574080004124,60.67574080004124,61.175683600013144,right,1,0.49938350002048537,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
salt,1,right,61,61,0,right,1,0.5736633000196889,None,0,61,61,42,61.19240990001708,,,,,61.17899450002005,61.19240990001708,61.19240990001708,61.77606820000801,right,1,0.5736633000196889,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
desk,1,right,62,62,0,right,1,0.5184765000012703,None,0,62,62,45,61.79205270000966,,,,,61.77961820003111,61.79205270000966,61.79205270000966,62.3260045000352,right,1,0.5184765000012703,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
music,1,right,63,63,0,right,1,0.5144844999886118,None,0,63,63,17,62.34233559999848,,,,,62.32977520005079,62.34233559999848,62.34233559999848,62.859999900043476,right,1,0.5144844999886118,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
wug,0,left,64,64,0,left,1,0.7968200000468642,None,0,64,64,61,62.87557250005193,,,,,62.86327359999996,62.87557250005193,62.87557250005193,63.67632170004072,left,1,0.7968200000468642,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
lamp,1,right,65,65,0,right,1,1.4700898000155576,None,0,65,65,41,63.69226490001893,,,,,63.67958210001234,63.69226490001893,63.69226490001893,65.17561400000704,right,1,1.4700898000155576,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
house,1,right,66,66,0,right,1,0.7109103000257164,None,0,66,66,23,65.19224780000513,,,,,65.17940070002805,65.19224780000513,65.19224780000513,65.9090176000027,right,1,0.7109103000257164,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
fip,0,left,67,67,0,right,0,0.5625281999818981,None,0,67,67,66,65.92550490004942,,,,,65.91264910000609,65.92550490004942,65.92550490004942,66.49234310002066,right,0,0.5625281999818981,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
phone,1,right,68,68,0,right,1,0.9108322999672964,None,0,68,68,20,66.50843350001378,,,,,66.49646960000973,66.50843350001378,66.50843350001378,67.42556670005433,right,1,0.9108322999672964,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
kiy,0,left,69,69,0,left,1,0.8087988999905065,None,0,69,69,55,67.44158520002384,,,,,67.42890340002486,67.44158520002384,67.44158520002384,68.25846900005126,left,1,0.8087988999905065,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
vist,0,left,70,70,0,left,1,2.7322276000049897,None,0,70,70,75,68.27504350000527,,,,,68.26185780001106,68.27504350000527,68.27504350000527,71.00832230004016,left,1,2.7322276000049897,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
bly,0,left,71,71,0,left,1,1.1874247000087053,None,0,71,71,96,71.02460220002104,,,,,71.01162180001847,71.02460220002104,71.02460220002104,72.22485730005428,left,1,1.1874247000087053,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
pum,0,left,72,72,0,left,1,1.3514892000239342,None,0,72,72,79,72.241010800004,,,,,72.2281772000133,72.241010800004,72.241010800004,73.60802560002776,left,1,1.3514892000239342,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
train,1,right,73,73,0,right,1,0.9098170000361279,None,0,73,73,38,73.62434470001608,,,,,73.61190210003406,73.62434470001608,73.62434470001608,74.54108840000117,right,1,0.9098170000361279,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
sote,0,left,74,74,0,left,1,0.7923853999818675,None,0,74,74,91,74.55729880003491,,,,,74.54441520001274,74.55729880003491,74.55729880003491,75.35761310003,left,1,0.7923853999818675,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
gled,0,left,75,75,0,left,1,0.6345807000179775,None,0,75,75,92,75.37406250002095,,,,,75.36095420003403,75.37406250002095,75.37406250002095,76.02373990003252,left,1,0.6345807000179775,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
night,1,right,76,76,0,right,1,0.8637075000442564,None,0,76,76,8,76.0404731000308,,,,,76.0278708000551,76.0404731000308,76.0404731000308,76.90788190002786,right,1,0.8637075000442564,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
tree,1,right,77,77,0,right,1,0.7624827000545338,None,0,77,77,30,76.92400360002648,,,,,76.91121050005313,76.92400360002648,76.92400360002648,77.6912280000397,right,1,0.7624827000545338,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
jod,0,left,78,78,0,right,0,1.3132442000205629,None,0,78,78,93,77.70710350002628,,,,,77.6945961000165,77.70710350002628,77.70710350002628,79.02430869999807,right,0,1.3132442000205629,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
chair,1,right,79,79,0,left,0,0.7208574999822304,None,0,79,79,15,79.0403745000367,,,,,79.02793720003683,79.0403745000367,79.0403745000367,79.77395810000598,left,0,0.7208574999822304,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
moon,1,right,80,80,0,right,1,1.0820681999903172,None,0,80,80,35,79.79019369999878,,,,,79.7773280000547,79.79019369999878,79.79019369999878,80.87424460001057,right,1,1.0820681999903172,None,,,,,2,001,2025-11-18_11h38.01.901,Lexical Decision Task,,2025.1.1,60.46501222319208,2025-11-18 11h38.19.683518 +0530,
