study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Refrence,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,7,7,0,,,b_tt_e,bottle,new,bottle,[np.float64(-0.14333333333333334)],[np.float64(-0.2816666666666667)],[1],[0],[0],[5.145649799960665],['text_3'],,,,,0,7,7,18,58.92237179999938,,,,,,,,58.910563199955504,58.92237179999938,58.92237179999938,58.92237179999938,0.00303580000763759,64.05655169999227,bottle,[np.float64(-0.14333333333333334)],[np.float64(-0.2816666666666667)],[1],[0],[0],[5.145649799960665],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
,8,8,0,,,_oo_,book,old,,[np.float64(-0.14333333333333334)],[np.float64(-0.2816666666666667)],[1],[0],[0],[0.17996099998708814],['text_3'],,,,,0,8,8,0,64.07138629996916,,,,,,,,64.05968069995288,64.07138629996916,64.07138629996916,64.07138629996916,0.002959200006444007,64.23999400000321,,[np.float64(-0.14333333333333334)],[np.float64(-0.2816666666666667)],[1],[0],[0],[0.17996099998708814],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
,9,9,0,,,_a_bl_,marble,old,table,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[5.661733700020704],['text_3'],,,,,0,9,9,3,64.27065789996414,,,,,,,,64.2442669000011,64.27065789996414,64.27065789996414,64.27065789996414,0.00412040000082925,69.90645039995434,table,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[5.661733700020704],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
,10,10,0,,,_o_t_r,Poster,old,poster,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[5.612296600011177],['text_3'],,,,,0,10,10,14,69.91972629999509,,,,,,,,69.90930259996094,69.91972629999509,69.91972629999509,69.91972629999509,0.002707800013013184,75.52190519997384,poster,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[5.612296600011177],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
,11,11,0,,,T_hi_t,Tshirt,old,tshirt,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[5.612897099985275],['text_3'],,,,,0,11,11,7,75.53756919997977,,,,,,,,75.52502619998995,75.53756919997977,75.53756919997977,75.53756919997977,0.002999099961016327,81.13828079996165,tshirt,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[5.612897099985275],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
,12,12,0,,,p_s_ry,Pastry,old,pastry,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[4.145738399995025],['text_3'],,,,,0,12,12,9,81.15297739999369,,,,,,,,81.1410285999882,81.15297739999369,81.15297739999369,81.15297739999369,0.002605199988465756,85.28711669996846,pastry,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[4.145738399995025],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
,13,13,0,,,_ou_s_,mouse,old,mouse,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[4.7969446000061],['text_3'],,,,,0,13,13,8,85.30230309994658,,,,,,,,85.28991319995839,85.30230309994658,85.30230309994658,85.30230309994658,0.002676699950825423,90.08721659996081,mouse,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[4.7969446000061],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
,14,14,0,,,_ab_e,table,new,table,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[4.162140599975828],['text_3'],,,,,0,14,14,15,90.10127329995157,,,,,,,,90.09016269998392,90.10127329995157,90.10127329995157,90.10127329995157,0.0028070000116713345,94.2526270999806,table,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[4.162140599975828],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
,15,15,0,,,p_nc_l,pencil,new,pencil,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[6.912324200035073],['text_3'],,,,,0,15,15,16,94.26796789997024,,,,,,,,94.25540879997425,94.26796789997024,94.26796789997024,94.26796789997024,0.002663699968252331,101.16804319998482,pencil,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[6.912324200035073],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
,16,16,0,,,K_y_,Keys,old,keys,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[6.631586599978618],['text_3'],,,,,0,16,16,13,101.18309869995574,,,,,,,,101.1709137999569,101.18309869995574,101.18309869995574,101.18309869995574,0.002745600009802729,107.80294339999091,keys,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[6.631586599978618],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
,17,17,0,,,_ol_ce,Police,old,police,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[5.3088442999869585],['text_3'],,,,,0,17,17,12,107.83221510000294,,,,,,,,107.8077489999705,107.83221510000294,107.83221510000294,107.83221510000294,0.004657700017560273,113.11710929998662,police,[np.float64(-0.075)],[np.float64(-0.25)],[1],[0],[0],[5.3088442999869585],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
,18,18,0,,,_ha_t,chart,old,chart,[np.float64(-0.06)],[np.float64(-0.255)],[1],[0],[0],[6.295718400040641],['text_3'],,,,,0,18,18,6,113.13258669996867,,,,,,,,113.11971929995343,113.13258669996867,113.13258669996867,113.13258669996867,0.002468799997586757,119.41578459995799,chart,[np.float64(-0.06)],[np.float64(-0.255)],[1],[0],[0],[6.295718400040641],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
,19,19,0,,,_o_rd,board,old,board,[np.float64(-0.11666666666666667)],[np.float64(-0.24166666666666667)],[1],[0],[0],[5.146700499986764],['text_3'],,,,,0,19,19,4,119.43222369998693,,,,,,,,119.41847099998267,119.43222369998693,119.43222369998693,119.43222369998693,0.00254840002162382,124.56547319999663,board,[np.float64(-0.11666666666666667)],[np.float64(-0.24166666666666667)],[1],[0],[0],[5.146700499986764],['text_3'],2,001,2025-10-13_16h16.28.790,Word_priming_5.0,,2025.1.1,60.09044812469374,2025-10-13 16h16.33.953219 +0530,
