study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Refrence,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
laptop,0,0,0,1,2.3291182999964803,,,,,,,,,,,,0,0,0,5,,,,,0.06668129999889061,,0.03973969997605309,0.06668129999889061,0.06668129999889061,2.3875599000020884,1,2.3291182999964803,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
Case,1,1,0,1,1.2895515999989584,,,,,,,,,,,,0,1,1,10,,,,,2.415579100023024,,2.3970070999930613,2.415579100023024,2.415579100023024,3.700830399990082,1,1.2895515999989584,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
Pastry,2,2,0,5,1.7627106999862008,,,,,,,,,,,,0,2,2,9,,,,,3.7167882000212558,,3.706814899982419,3.7167882000212558,3.7167882000212558,5.485029399977066,5,1.7627106999862008,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
mouse,3,3,0,1,1.478157200035639,,,,,,,,,,,,0,3,3,8,,,,,5.515819100022782,,5.490434399980586,5.515819100022782,5.515819100022782,6.985416600015014,1,1.478157200035639,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
phone,4,4,0,3.913333333333333,1.809500100032892,,,,,,,,,,,,0,4,4,2,,,,,7.016212099988479,,6.992517700011376,7.016212099988479,7.016212099988479,8.818920999998227,3.913333333333333,1.809500100032892,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
Poster,5,5,0,1.9333333333333333,1.5468788999714889,,,,,,,,,,,,0,5,5,14,,,,,8.8334232000052,,8.822391800000332,8.8334232000052,8.8334232000052,10.384221800020896,1.9333333333333333,1.5468788999714889,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
board,6,6,0,1.9333333333333333,1.3124369999859482,,,,,,,,,,,,0,6,6,4,,,,,10.415088400011882,,10.390326799999457,10.415088400011882,10.415088400011882,11.718400200014003,1.9333333333333333,1.3124369999859482,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
marble,7,7,0,1.9333333333333333,0.9787546999868937,,,,,,,,,,,,0,7,7,3,,,,,11.74946419999469,,11.722841000009794,11.74946419999469,11.74946419999469,12.717693499987945,1.9333333333333333,0.9787546999868937,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
Cruise,8,8,0,1.9333333333333333,0.9957842000294477,,,,,,,,,,,,0,8,8,11,,,,,12.747965199989267,,12.721468799980357,12.747965199989267,12.747965199989267,13.732632500003092,1.9333333333333333,0.9957842000294477,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
Keys,9,9,0,1.9333333333333333,0.9948902999749407,,,,,,,,,,,,0,9,9,13,,,,,13.76397149998229,,13.738663199997973,13.76397149998229,13.76397149998229,14.75186770001892,1.9333333333333333,0.9948902999749407,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
Police,10,10,0,1.9333333333333333,0.9124592999578454,,,,,,,,,,,,0,10,10,12,,,,,14.781576099980157,,14.755718700005673,14.781576099980157,14.781576099980157,15.68369380000513,1.9333333333333333,0.9124592999578454,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
T-shirt,11,11,0,1.9333333333333333,0.9923131000250578,,,,,,,,,,,,0,11,11,7,,,,,15.714404800033662,,15.691764199989848,15.714404800033662,15.714404800033662,16.70088710001437,1.9333333333333333,0.9923131000250578,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
chart,12,12,0,1.9333333333333333,0.8455475000082515,,,,,,,,,,,,0,12,12,6,,,,,16.71475919999648,,16.705082000000402,16.71475919999648,16.71475919999648,17.567159400030505,1.9333333333333333,0.8455475000082515,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
book,13,13,0,3.9466666666666668,2.2633094000048004,,,,,,,,,,,,0,13,13,0,,,,,17.581136099994183,,17.570325099979527,17.581136099994183,17.581136099994183,19.84987600002205,3.9466666666666668,2.2633094000048004,,,,,,,,,,,,,,,3,001,2025-10-13_16h19.36.572,Word_priming_5.0,,2025.1.1,59.53174708683457,2025-10-13 16h19.43.179544 +0530,
