8.7656 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'pos': np.int64(50), 'corr_resp': 'c', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
8.7670 	DATA 	Keypress: v
8.7813 	EXP 	Fixation: autoDraw = False
8.7813 	EXP 	Line1: autoDraw = False
8.7813 	EXP 	line2: autoDraw = False
8.7813 	EXP 	line3: autoDraw = False
8.7813 	EXP 	line4: autoDraw = False
8.7813 	EXP 	probe: autoDraw = False
8.7813 	EXP 	Fixation: autoDraw = True
8.8829 	EXP 	Device response: <KeyPress from None: t=8.750811300007626, value=v, duration=0.1277364999987185>
9.7649 	EXP 	Line1: autoDraw = True
9.7649 	EXP 	line2: autoDraw = True
9.7649 	EXP 	line3: autoDraw = True
9.7649 	EXP 	line4: autoDraw = True
9.7816 	EXP 	Fixation: autoDraw = False
10.7650 	INFO 	Keyboard events cleared
10.7648 	EXP 	probe: autoDraw = True
11.5511 	DATA 	Keypress: c
11.5655 	EXP 	Device response: <KeyPress from None: t=11.550277499947697, value=c, duration=None>
11.5659 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'pos': np.int64(-150), 'corr_resp': 'z', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
11.5817 	EXP 	Fixation: autoDraw = False
11.5817 	EXP 	Line1: autoDraw = False
11.5817 	EXP 	line2: autoDraw = False
11.5817 	EXP 	line3: autoDraw = False
11.5817 	EXP 	line4: autoDraw = False
11.5817 	EXP 	probe: autoDraw = False
11.5817 	EXP 	Fixation: autoDraw = True
11.7823 	EXP 	Device response: <KeyPress from None: t=11.550277499947697, value=c, duration=0.22108080005273223>
12.5640 	EXP 	Line1: autoDraw = True
12.5640 	EXP 	line2: autoDraw = True
12.5640 	EXP 	line3: autoDraw = True
12.5640 	EXP 	line4: autoDraw = True
12.5980 	EXP 	Fixation: autoDraw = False
13.5813 	INFO 	Keyboard events cleared
13.5811 	EXP 	probe: autoDraw = True
14.2982 	EXP 	Device response: <KeyPress from None: t=14.287440199870616, value=z, duration=None>
14.2985 	EXP 	New trial (rep=1, index=0): <Trial 4 (0 in rep 1) data={'pos': np.int64(-50), 'corr_resp': 'x', 'thisN': 4, 'thisTrialN': 0, 'thisRepN': 1}>
14.3000 	DATA 	Keypress: z
14.3143 	EXP 	Fixation: autoDraw = False
14.3143 	EXP 	Line1: autoDraw = False
14.3143 	EXP 	line2: autoDraw = False
14.3143 	EXP 	line3: autoDraw = False
14.3143 	EXP 	line4: autoDraw = False
14.3143 	EXP 	probe: autoDraw = False
14.3143 	EXP 	Fixation: autoDraw = True
14.4819 	EXP 	Device response: <KeyPress from None: t=14.287440199870616, value=z, duration=0.1856977001298219>
15.3143 	EXP 	Fixation: autoDraw = False
15.3143 	EXP 	Line1: autoDraw = True
15.3143 	EXP 	line2: autoDraw = True
15.3143 	EXP 	line3: autoDraw = True
15.3143 	EXP 	line4: autoDraw = True
16.2978 	INFO 	Keyboard events cleared
