pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome.started,text.started,Welcome.stopped,trial.started,Fixation.started,Line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,Thank_You.started,text_2.started,text_2.stopped,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.00987479998730123,0.027660999912768602,3.0115485000424087,,,,,,,,,,,,,,,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-50,x,0,0,0,x,1,0.7466841000132263,None,0,0,0,0,,,,,3.0427135000936687,,,,,3.022707900032401,3.0427135000936687,4.011636800132692,4.011636800132692,4.011636800132692,4.011636800132692,4.044748099986464,5.011143899988383,5.011143899988383,5.769051300128922,x,1,0.7466841000132263,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
150,v,1,1,0,v,1,0.2863845999818295,None,0,1,1,1,,,,,5.777386599918827,,,,,5.769611099967733,5.777386599918827,6.776982800103724,6.776982800103724,6.776982800103724,6.776982800103724,6.776982800103724,7.777297700056806,7.777297700056806,8.077873199945316,v,1,0.2863845999818295,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
50,c,2,2,0,c,1,0.3091305000707507,None,0,2,2,2,,,,,8.094373099971563,,,,,8.078353600110859,8.094373099971563,9.077200900064781,9.077200900064781,9.077200900064781,9.077200900064781,9.094434400089085,10.076996500138193,10.076996500138193,10.394389500143006,c,1,0.3091305000707507,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-150,z,3,3,0,z,1,0.2624028001446277,None,0,3,3,3,,,,,10.41046870010905,,,,,10.394879400031641,10.41046870010905,11.394109999993816,11.394109999993816,11.394109999993816,11.394109999993816,11.410545699996874,12.394026099937037,12.394026099937037,12.66066880011931,z,1,0.2624028001446277,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-50,x,4,0,1,x,1,0.33811550005339086,None,1,0,4,0,,,,,12.676947300089523,,,,,12.661142600001767,12.676947300089523,13.660423299996182,13.660423299996182,13.660423299996182,13.660423299996182,13.676914100069553,14.660031900042668,14.660031900042668,15.011076299939305,x,1,0.33811550005339086,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
150,v,5,1,1,v,1,0.44730779994279146,None,1,1,5,1,,,,,15.026842700084671,,,,,15.011582199949771,15.026842700084671,16.027184900129214,16.027184900129214,16.027184900129214,16.027184900129214,16.027184900129214,17.026722900103778,17.026722900103778,17.4770233000163,v,1,0.44730779994279146,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
50,c,6,2,1,c,1,0.30399159993976355,None,1,2,6,2,,,,,17.492396000074223,,,,,17.477515999926254,17.492396000074223,18.476095099933445,18.476095099933445,18.476095099933445,18.476095099933445,18.493232700042427,19.47642259998247,19.47642259998247,19.79410790000111,c,1,0.30399159993976355,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-150,z,7,3,1,z,1,0.3626351999118924,None,1,3,7,3,,,,,19.80923300003633,,,,,19.794599800137803,19.80923300003633,20.809447000036016,20.809447000036016,20.809447000036016,20.809447000036016,20.809447000036016,21.80941540002823,21.80941540002823,22.17606099997647,z,1,0.3626351999118924,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-50,x,8,0,2,x,1,0.32748430012725294,None,2,0,8,0,,,,,22.19279360002838,,,,,22.17653810000047,22.19279360002838,23.176292499992996,23.176292499992996,23.176292499992996,23.176292499992996,23.192872900050133,24.17485160008073,24.17485160008073,24.508752400055528,x,1,0.32748430012725294,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
150,v,9,1,2,v,1,0.3714431000407785,None,2,1,9,1,,,,,24.525194900110364,,,,,24.509191000135615,24.525194900110364,25.509015900082886,25.509015900082886,25.509015900082886,25.509015900082886,25.52551560010761,26.50907210004516,26.50907210004516,26.892291200114414,v,1,0.3714431000407785,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
50,c,10,2,2,c,1,0.39340900001116097,None,2,2,10,2,,,,,26.90869539999403,,,,,26.892826800001785,26.90869539999403,27.892256600083783,27.892256600083783,27.892256600083783,27.892256600083783,27.908841599943116,28.892080900026485,28.892080900026485,29.29263769998215,c,1,0.39340900001116097,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-150,z,11,3,2,z,1,0.3895427999086678,None,2,3,11,3,,,,,29.308136000065133,,,,,29.293155499966815,29.308136000065133,30.308572700014338,30.308572700014338,30.308572700014338,30.308572700014338,30.308572700014338,31.291646300116554,31.291646300116554,31.691990199964494,z,1,0.3895427999086678,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-50,x,12,0,3,x,1,0.3953313999809325,None,3,0,12,0,,,,,31.70830180007033,,,,,31.69254170008935,31.70830180007033,32.69150900002569,32.69150900002569,32.69150900002569,32.69150900002569,32.70720040006563,33.70662180008367,33.70662180008367,34.10653180000372,x,1,0.3953313999809325,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
150,v,13,1,3,v,1,0.435762400040403,None,3,1,13,1,,,,,34.12298300000839,,,,,34.106793200131506,34.12298300000839,35.10791509994306,35.10791509994306,35.10791509994306,35.10791509994306,35.123982599936426,36.1077330999542,36.1077330999542,36.558012899942696,v,1,0.435762400040403,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
50,c,14,2,3,c,1,0.49726770003326237,None,3,2,14,2,,,,,36.57362170005217,,,,,36.55848319991492,36.57362170005217,37.55731669999659,37.55731669999659,37.55731669999659,37.55731669999659,37.5741965000052,38.5730691999197,38.5730691999197,39.07384179998189,c,1,0.49726770003326237,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-150,z,15,3,3,z,1,0.3966598999686539,None,3,3,15,3,,,,,39.089668000116944,,,,,39.07432090002112,39.089668000116944,40.07357060001232,40.07357060001232,40.07357060001232,40.07357060001232,40.089869800023735,41.0898078000173,41.0898078000173,41.49063830007799,z,1,0.3966598999686539,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-50,x,16,0,4,x,1,0.3823454000521451,None,4,0,16,0,,,,,41.506574500119314,,,,,41.49112750007771,41.506574500119314,42.5053123999387,42.5053123999387,42.5053123999387,42.5053123999387,42.5053123999387,43.506586600095034,43.506586600095034,43.89122619992122,x,1,0.3823454000521451,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
150,v,17,1,4,v,1,0.40308010019361973,None,4,1,17,1,,,,,43.9059530000668,,,,,43.8917008000426,43.9059530000668,44.905986699974164,44.905986699974164,44.905986699974164,44.905986699974164,44.905986699974164,45.90554039995186,45.90554039995186,46.322943000122905,v,1,0.40308010019361973,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
50,c,18,2,4,c,1,0.4874056000262499,None,4,2,18,2,,,,,46.3387201000005,,,,,46.32343270001002,46.3387201000005,47.32210689992644,47.32210689992644,47.32210689992644,47.32210689992644,47.33896730002016,48.322609700029716,48.322609700029716,48.82293609995395,c,1,0.4874056000262499,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-150,z,19,3,4,z,1,0.3944912999868393,None,4,3,19,3,,,,,48.83853660011664,,,,,48.82343000010587,48.83853660011664,49.83814559993334,49.83814559993334,49.83814559993334,49.83814559993334,49.83814559993334,50.82223520008847,50.82223520008847,51.22254909994081,z,1,0.3944912999868393,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-50,x,20,0,5,x,1,0.4153971001505852,None,5,0,20,0,,,,,51.23861000011675,,,,,51.22303600003943,51.23861000011675,52.22192170005292,52.22192170005292,52.22192170005292,52.22192170005292,52.238817899953574,53.22214540001005,53.22214540001005,53.639457599958405,x,1,0.4153971001505852,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
150,v,21,1,5,v,1,0.40383860003203154,None,5,1,21,1,,,,,53.655129600083455,,,,,53.63994979998097,53.655129600083455,54.65549320005812,54.65549320005812,54.65549320005812,54.65549320005812,54.65549320005812,55.65513770002872,55.65513770002872,56.07213989994489,v,1,0.40383860003203154,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
50,c,22,2,5,c,1,0.36844140011817217,None,5,2,22,2,,,,,56.087394499918446,,,,,56.07260840013623,56.087394499918446,57.07155130011961,57.07155130011961,57.07155130011961,57.07155130011961,57.088224000064656,58.07163070002571,58.07163070002571,58.45483090006746,c,1,0.36844140011817217,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-150,z,23,3,5,z,1,0.4326878001447767,None,5,3,23,3,,,,,58.470634900033474,,,,,58.45509549998678,58.470634900033474,59.47000769991428,59.47000769991428,59.47000769991428,59.47000769991428,59.47000769991428,60.45461210003123,60.45461210003123,60.888469900004566,z,1,0.4326878001447767,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
-50,x,24,0,6,x,1,0.41018719994463027,None,6,0,24,0,,,,,60.9033810000401,,,,,60.88894929992966,60.9033810000401,61.903360299998894,61.903360299998894,61.903360299998894,61.903360299998894,61.903360299998894,62.9034766999539,62.9034766999539,63.320710100000724,x,1,0.41018719994463027,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
150,v,25,1,6,v,1,0.3989688998553902,None,6,1,25,1,,,,,63.336916300002486,,,,,63.321184600004926,63.336916300002486,64.32050850009546,64.32050850009546,64.32050850009546,64.32050850009546,64.3368679000996,65.32014330010861,65.32014330010861,65.72134910011664,v,1,0.3989688998553902,None,,,,,,,,,5,001,2025-10-03_18h20.03.261,Motor Sequence 4.0,,2025.1.1,59.981741614342035,2025-10-03 18h20.10.702074 +0530,
