32.0705 	INFO 	Loaded monitor calibration from ['2025_08_11 23:33']
32.7660 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
32.7660 	INFO 	OpenGL version supported by driver is 4..
33.1014 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000144E7607610>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000144E7607670>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000144E76F7E20>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(420.0), np.float64(240.0)], screen=0, size=array([1080,  600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
33.1016 	EXP 	window1: backgroundImage = ''
33.1016 	EXP 	window1: backgroundFit = 'none'
33.6824 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
33.6824 	EXP 	window1: recordFrameIntervals = False
33.8943 	EXP 	window1: recordFrameIntervals = True
34.0781 	EXP 	Screen (0) actual frame rate measured at 59.95Hz
34.0781 	EXP 	window1: recordFrameIntervals = False
34.1355 	INFO 	keyboard.Keyboard is using ptb backend.
34.1357 	INFO 	keyboard.Keyboard is using ptb backend.
34.1357 	EXP 	Motor Sequence 4.0: status = STARTED
34.5834 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
