16.5591 	INFO 	Loaded monitor calibration from ['2025_08_11 23:33']
16.9211 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
16.9211 	INFO 	OpenGL version supported by driver is 4..
17.1083 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B364F73580>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B364F73520>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002B365067E20>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(420.0), np.float64(240.0)], screen=0, size=array([1080,  600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.1084 	EXP 	window1: backgroundImage = ''
17.1084 	EXP 	window1: backgroundFit = 'none'
17.5144 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
17.5145 	EXP 	window1: recordFrameIntervals = False
17.7092 	EXP 	window1: recordFrameIntervals = True
17.8927 	EXP 	Screen (0) actual frame rate measured at 59.87Hz
17.8928 	EXP 	window1: recordFrameIntervals = False
17.9674 	INFO 	keyboard.Keyboard is using ptb backend.
17.9677 	INFO 	keyboard.Keyboard is using ptb backend.
17.9677 	EXP 	Motor Sequence 4.0: status = STARTED
18.2585 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
