191.4412 	INFO 	Loaded monitor calibration from ['2025_08_11 23:33']
191.8679 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
191.8680 	INFO 	OpenGL version supported by driver is 4..
192.0264 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022215559780>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000222155597E0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000222155F3940>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(420.0), np.float64(240.0)], screen=0, size=array([1080,  600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
192.0266 	EXP 	window1: backgroundImage = ''
192.0266 	EXP 	window1: backgroundFit = 'none'
192.3997 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
192.3997 	EXP 	window1: recordFrameIntervals = False
192.5897 	EXP 	window1: recordFrameIntervals = True
192.7724 	EXP 	Screen (0) actual frame rate measured at 60.18Hz
192.7724 	EXP 	window1: recordFrameIntervals = False
192.8387 	INFO 	keyboard.Keyboard is using ptb backend.
192.8389 	INFO 	keyboard.Keyboard is using ptb backend.
192.8389 	EXP 	Delay discounting: status = STARTED
193.1639 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
193.1682 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
