reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,text_2.started,Welcome.stopped,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,thank_you.started,thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.018677399959415197,0.03593339992221445,4.002825399977155,,,,,,,,,,,,2,001,2025-10-31_13h09.15.013,Delay discounting,,2025.1.1,60.180565785346865,2025-10-31 13h12.16.158396 +0530,
29,52,67,0,0,0,t,0.9729617000557482,None,0,0,0,29,4.050792900030501,,,,,4.041681899921969,4.050792900030501,5.002316999947652,5.002316999947652,5.052218399941921,5.994343800004572,t,0.9729617000557482,None,,,2,001,2025-10-31_13h09.15.013,Delay discounting,,2025.1.1,60.180565785346865,2025-10-31 13h12.16.158396 +0530,
47,85,60,1,1,0,l,0.7987909999210387,None,0,1,1,11,6.017627599998377,,,,,6.004486899939366,6.017627599998377,7.002137999981642,7.002137999981642,7.018584699952044,7.802655400009826,l,0.7987909999210387,None,,,2,001,2025-10-31_13h09.15.013,Delay discounting,,2025.1.1,60.180565785346865,2025-10-31 13h12.16.158396 +0530,
26,58,19,2,2,0,t,0.9481032999465242,None,0,2,2,38,7.818192399921827,,,,,7.810349199920893,7.818192399921827,8.818673299974762,8.818673299974762,8.818673299974762,9.768009999999776,t,0.9481032999465242,None,,,2,001,2025-10-31_13h09.15.013,Delay discounting,,2025.1.1,60.180565785346865,2025-10-31 13h12.16.158396 +0530,
72,119,111,3,3,0,l,0.4896908000810072,None,0,3,3,90,9.783617699984461,,,,,9.770584899932146,9.783617699984461,10.768425300018862,10.768425300018862,10.78511699999217,11.268706199945882,l,0.4896908000810072,None,,,2,001,2025-10-31_13h09.15.013,Delay discounting,,2025.1.1,60.180565785346865,2025-10-31 13h12.16.158396 +0530,
16,45,85,4,4,0,l,0.5914649999467656,None,0,4,4,16,11.285053699975833,,,,,11.274635199923068,11.285053699975833,12.268244799925014,12.268244799925014,12.284896099939942,12.868656200007536,l,0.5914649999467656,None,,,2,001,2025-10-31_13h09.15.013,Delay discounting,,2025.1.1,60.180565785346865,2025-10-31 13h12.16.158396 +0530,
65,93,97,5,5,0,l,1.461796599905938,None,0,5,5,23,12.884334399946965,,,,,12.876398999942467,12.884334399946965,13.884536499972455,13.884536499972455,13.884536499972455,15.351132799987681,l,1.461796599905938,None,,,2,001,2025-10-31_13h09.15.013,Delay discounting,,2025.1.1,60.180565785346865,2025-10-31 13h12.16.158396 +0530,
27,56,22,6,6,0,t,2.308411700068973,None,0,6,6,98,15.367020300007425,,,,,15.35671610001009,15.367020300007425,16.35089549992699,16.35089549992699,16.367479700013064,18.667543099960312,t,2.308411700068973,None,,,2,001,2025-10-31_13h09.15.013,Delay discounting,,2025.1.1,60.180565785346865,2025-10-31 13h12.16.158396 +0530,
78,100,106,7,7,0,t,2.768644899944775,None,0,7,7,12,18.682939699967392,,,,,18.67294740001671,18.682939699967392,19.666561199934222,19.666561199934222,19.683691999991424,22.450590300024487,t,2.768644899944775,None,,,2,001,2025-10-31_13h09.15.013,Delay discounting,,2025.1.1,60.180565785346865,2025-10-31 13h12.16.158396 +0530,
63,110,156,8,8,0,t,3.388921899953857,None,0,8,8,50,22.466296799946576,,,,,22.456059999996796,22.466296799946576,23.450030999956653,23.450030999956653,23.466850299970247,26.849458599928766,t,3.388921899953857,None,,,2,001,2025-10-31_13h09.15.013,Delay discounting,,2025.1.1,60.180565785346865,2025-10-31 13h12.16.158396 +0530,
