reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,text_2.started,Welcome.stopped,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,thank_you.started,thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
29,80,46,27,27,0,l,1.1484405000228435,None,0,27,27,62,123.25389299995732,,,,,123.24364439991768,123.25389299995732,124.23796309996396,124.23796309996396,124.25413639994804,125.38783070002683,l,1.1484405000228435,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
11,30,7,28,28,0,l,0.9960323000559583,None,0,28,28,0,125.40303689998109,,,,,125.39390139991883,125.40303689998109,126.38735839992296,126.38735839992296,126.40399419993628,127.38772469991818,l,0.9960323000559583,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
38,60,32,29,29,0,l,1.6925198000390083,None,0,29,29,8,127.40332059992943,,,,,127.39316759991925,127.40332059992943,128.3874133999925,128.3874133999925,128.4036537000211,130.0872028999729,l,1.6925198000390083,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
36,63,31,30,30,0,l,1.2595501000760123,None,0,30,30,97,130.1027854999993,,,,,130.0926231999183,130.1027854999993,131.08685750002041,131.08685750002041,131.1034458000213,132.35375399992336,l,1.2595501000760123,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
42,64,29,31,31,0,l,1.1186064999783412,None,0,31,31,55,132.36929709999822,,,,,132.35913649993017,132.36929709999822,133.3529860000126,133.3529860000126,133.36959979997482,134.48671760002617,l,1.1186064999783412,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
26,58,19,32,32,0,l,0.9363819999853149,None,0,32,32,38,134.50244059995748,,,,,134.49242799996864,134.50244059995748,135.4864201999735,135.4864201999735,135.50294809998013,136.43648349994328,l,0.9363819999853149,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
55,80,156,33,33,0,l,1.9535474999574944,None,0,33,33,37,136.45201190002263,,,,,136.4417166999774,136.45201190002263,137.43596739997156,137.43596739997156,137.4520905999234,139.40278130001388,l,1.9535474999574944,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
44,87,28,34,34,0,t,1.8797689999919385,None,0,34,34,76,139.4178473999491,,,,,139.4070372999413,139.4178473999491,140.40198450000025,140.40198450000025,140.41895949991886,142.28606399998534,t,1.8797689999919385,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
60,101,81,35,35,0,l,3.0133394000586122,None,0,35,35,67,142.30172959994525,,,,,142.29135309997946,142.30172959994525,143.28518559993245,143.28518559993245,143.30197539995424,146.30179559998214,l,3.0133394000586122,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
27,62,53,36,36,0,t,19.630288899992593,None,0,36,36,47,146.3176299999468,,,,,146.30765159998555,146.3176299999468,147.30083459999878,147.30083459999878,147.31792529998347,166.93255219992716,t,19.630288899992593,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
33,65,44,37,37,0,l,1.3012179000070319,None,0,37,37,89,166.94764509995002,,,,,166.93693800002802,166.94764509995002,167.9320247999858,167.9320247999858,167.9484546999447,169.24904459994286,l,1.3012179000070319,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
67,110,107,38,38,0,l,1.4561799999792129,None,0,38,38,61,169.26473819999956,,,,,169.25519369996618,169.26473819999956,170.2482936999295,170.2482936999295,170.264629399986,171.71491330000572,l,1.4561799999792129,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
34,61,180,39,39,0,t,2.2160687999567017,None,0,39,39,17,171.73066469992045,,,,,171.72007479995955,171.73066469992045,172.71474429999944,172.71474429999944,172.7311532999156,174.93150810000952,t,2.2160687999567017,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
14,52,48,40,40,0,l,1.4659715000307187,None,0,40,40,44,174.9470945999492,,,,,174.93762739992235,174.9470945999492,175.93143719993532,175.93143719993532,175.94769449997693,177.4143846000079,l,1.4659715000307187,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
40,55,62,41,41,0,t,3.0920308000640944,None,0,41,41,3,177.4307179999305,,,,,177.4199916999787,177.4307179999305,178.4134051000001,178.4134051000001,178.43059749994427,181.51409860001877,t,3.0920308000640944,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
33,76,54,42,42,0,t,2.2524787998991087,None,0,42,42,33,181.52955650002696,,,,,181.5201870999299,181.52955650002696,182.53021939995233,182.53021939995233,182.53021939995233,184.79721819993574,t,2.2524787998991087,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
41,62,25,43,43,0,l,1.791402200004086,None,0,43,43,93,184.81267309992108,,,,,184.802600099938,184.81267309992108,185.8128829000052,185.8128829000052,185.8128829000052,187.61319519998506,l,1.791402200004086,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
36,95,138,44,44,0,t,2.0591416000388563,None,0,44,44,46,187.62872169993352,,,,,187.6189339000266,187.62872169993352,188.6126289999811,188.6126289999811,188.62923959991895,190.6793733999366,t,2.0591416000388563,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
21,60,11,45,45,0,l,2.309749100008048,None,0,45,45,53,190.69473719992675,,,,,190.68483369995374,190.69473719992675,191.67897819995414,191.67897819995414,191.69549319997896,193.9958273000084,l,2.309749100008048,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
16,39,19,46,46,0,l,6.246701400028542,None,0,46,46,91,194.01137059996836,,,,,194.00082399998792,194.01137059996836,195.01141099992674,195.01141099992674,195.01141099992674,201.26160740002524,l,6.246701400028542,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
68,112,136,47,47,0,l,2.142350099980831,None,0,47,47,77,201.27728339994792,,,,,201.26689219998661,201.27728339994792,202.2776999999769,202.2776999999769,202.2776999999769,204.42759320000187,l,2.142350099980831,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
43,110,133,48,48,0,l,1.4471785000059754,None,0,48,48,88,204.44324569997843,,,,,204.43342100002337,204.44324569997843,205.44364720000885,205.44364720000885,205.44364720000885,206.89418159995694,l,1.4471785000059754,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
59,89,37,49,49,0,l,3.2958989999024197,None,0,49,49,72,206.9098268999951,,,,,206.8995675999904,206.9098268999951,207.89320849999785,207.89320849999785,207.91015689994674,211.19299709994812,l,3.2958989999024197,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
63,100,75,50,50,0,t,3.3174421000294387,None,0,50,50,99,211.20886939996853,,,,,211.19593359995633,211.20886939996853,212.20872450002935,212.20872450002935,212.20872450002935,215.54285999992862,t,3.3174421000294387,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
73,107,127,51,51,0,t,11.628029300016351,None,0,51,51,27,215.55940269993152,,,,,215.54824369994458,215.55940269993152,216.5422459000256,216.5422459000256,216.55908679997083,228.17457239993382,t,11.628029300016351,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
47,84,121,52,52,0,l,1.7814023999962956,None,0,52,52,45,228.19015029992443,,,,,228.18050279992167,228.19015029992443,229.17452659993432,229.17452659993432,229.19080270000268,230.95830059994478,l,1.7814023999962956,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
26,58,19,53,53,0,l,1.6440976000158116,None,0,53,53,75,230.97347079997417,,,,,230.9639078999171,230.97347079997417,231.9735498999944,231.9735498999944,231.9735498999944,233.62426660000347,l,1.6440976000158116,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
14,48,48,54,54,0,l,7.4231328999157995,None,0,54,54,24,233.63972269999795,,,,,233.63031779997982,233.63972269999795,234.6400213999441,234.6400213999441,234.6400213999441,242.0731104000006,l,7.4231328999157995,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
27,56,22,55,55,0,l,5.847556299995631,None,0,55,55,98,242.08875519991852,,,,,242.078554000007,242.08875519991852,243.08899969991762,243.08899969991762,243.08899969991762,248.93807959998958,l,5.847556299995631,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
22,46,23,56,56,0,l,2.035725700086914,None,0,56,56,60,248.95447070000228,,,,,248.9441851999145,248.95447070000228,249.93761319993064,249.93761319993064,249.95459570002276,251.9883811000036,l,2.035725700086914,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
39,78,142,57,57,0,t,1.2233519000001252,None,0,57,57,82,252.0036398000084,,,,,251.99374029994942,252.0036398000084,252.98756149993278,252.98756149993278,253.00402160000522,254.22122930001933,t,1.2233519000001252,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
24,76,17,58,58,0,l,2.5221020000753924,None,0,58,58,68,254.23705390002578,,,,,254.22724149993155,254.23705390002578,255.22070019994862,255.22070019994862,255.23757280001882,257.754515199922,l,2.5221020000753924,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
54,89,67,59,59,0,t,2.335164799937047,None,0,59,59,52,257.7696054999251,,,,,257.7598006000044,257.7696054999251,258.7538203999866,258.7538203999866,258.7701951999916,261.1043188999174,t,2.335164799937047,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
25,66,33,60,60,0,l,6.063828999991529,None,0,60,60,28,261.1195248999866,,,,,261.1103253000183,261.1195248999866,262.1197164999321,262.1197164999321,262.1197164999321,268.18595369998366,l,6.063828999991529,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
11,41,45,61,61,0,l,3.8571102999849245,None,0,61,61,10,268.2017004999798,,,,,268.1901725999778,268.2017004999798,269.18489599996246,269.18489599996246,269.2017812000122,273.05241499992553,l,3.8571102999849245,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
53,92,57,62,62,0,l,5.923854299937375,None,0,62,62,80,273.0676206999924,,,,,273.0569790999871,273.0676206999924,274.0681409999961,274.0681409999961,274.0681409999961,280.0016848000232,l,5.923854299937375,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
28,64,21,63,63,0,t,3.09174860001076,None,0,63,63,81,280.0170030000154,,,,,280.0072353000287,280.0170030000154,281.0173075000057,281.0173075000057,281.0173075000057,284.11785539996345,t,3.09174860001076,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
51,77,18,64,64,0,l,0.7089379000244662,None,0,64,64,14,284.133259999915,,,,,284.1241375999525,284.133259999915,285.1168311999645,285.1168311999645,285.13316580001265,285.8339255999308,l,0.7089379000244662,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
15,45,29,65,65,0,l,1.1679637000197545,None,0,65,65,71,285.84896059997845,,,,,285.83949039992876,285.84896059997845,286.83325439994223,286.83325439994223,286.8494980999967,288.0168203000212,l,1.1679637000197545,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
27,50,21,66,66,0,l,1.141909800004214,None,0,66,66,2,288.0321983000031,,,,,288.02049609995447,288.0321983000031,289.0163308000192,289.0163308000192,289.0328077999875,290.1669208999956,l,1.141909800004214,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
78,100,106,67,67,0,l,4.558683599927463,None,0,67,67,12,290.1823345000157,,,,,290.17256949993316,290.1823345000157,291.1825016000075,291.1825016000075,291.1825016000075,295.74916160001885,l,4.558683599927463,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
32,70,26,68,68,0,l,1.6207396999234334,None,0,68,68,95,295.7645262000151,,,,,295.7543448000215,295.7645262000151,296.74804239999503,296.74804239999503,296.765025199973,298.38264319999143,l,1.6207396999234334,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
29,54,16,69,69,0,l,1.162257399992086,None,0,69,69,78,298.3979888999602,,,,,298.3875134999398,298.3979888999602,299.3978706999915,299.3978706999915,299.3978706999915,300.56528480001725,l,1.162257399992086,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
19,41,13,70,70,0,l,0.7814172999933362,None,0,70,70,87,300.58054829994217,,,,,300.57114439993165,300.58054829994217,301.5646382999839,301.5646382999839,301.58099519996904,302.3484370999504,l,0.7814172999933362,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
24,61,15,71,71,0,l,1.629498300026171,None,0,71,71,34,302.3641135999933,,,,,302.3545960999327,302.3641135999933,303.34766750002746,303.34766750002746,303.3643737999955,304.98144629993476,l,1.629498300026171,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
68,100,103,72,72,0,t,1.0769257000647485,None,0,72,72,83,304.9971490999451,,,,,304.98734120000154,304.9971490999451,305.99725090002175,305.99725090002175,305.99725090002175,307.0814575999975,t,1.0769257000647485,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
41,65,112,73,73,0,t,1.9129115999676287,None,0,73,73,64,307.09694929991383,,,,,307.08712469995953,307.09694929991383,308.0972674000077,308.0972674000077,308.0972674000077,310.01412710000295,t,1.9129115999676287,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
53,86,71,74,74,0,t,1.623510399949737,None,0,74,74,21,310.02903229999356,,,,,310.02022349997424,310.02903229999356,311.01334239996504,311.01334239996504,311.0300412999932,312.6466389999259,t,1.623510399949737,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
56,90,173,75,75,0,t,1.8881228999234736,None,0,75,75,42,312.6627830999205,,,,,312.6519494999666,312.6627830999205,313.64607110002544,313.64607110002544,313.66252679994795,315.5467318999581,t,1.8881228999234736,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
43,65,13,76,76,0,l,0.7642648000037298,None,0,76,76,69,315.56227120000403,,,,,315.5526547000045,315.56227120000403,316.56133900000714,316.56133900000714,316.56133900000714,317.3299557999708,l,0.7642648000037298,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
21,47,33,77,77,0,l,0.6702419000212103,None,0,77,77,85,317.3455604999326,,,,,317.33494999993127,317.3455604999326,318.3458517999388,318.3458517999388,318.3458517999388,319.02998370002024,l,0.6702419000212103,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
