reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,text_2.started,Welcome.stopped,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,thank_you.started,thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
63,110,156,78,78,0,t,0.8719578000018373,None,0,78,78,50,319.04492120002396,,,,,319.03430850000586,319.04492120002396,320.0455914000049,320.0455914000049,320.0455914000049,320.92924239998683,t,0.8719578000018373,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
49,60,89,79,79,0,l,1.4251108999596909,None,0,79,79,4,320.9451572999824,,,,,320.93489079992287,320.9451572999824,321.92858389997855,321.92858389997855,321.9452051999979,323.36280070000794,l,1.4251108999596909,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
77,129,162,80,80,0,t,1.1065522000426427,None,0,80,80,65,323.3779944999842,,,,,323.36869879998267,323.3779944999842,324.3782026999397,324.3782026999397,324.3782026999397,325.4955894999439,t,1.1065522000426427,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
43,60,20,81,81,0,l,0.8848520999308676,None,0,81,81,13,325.5110125999199,,,,,325.50132299994584,325.5110125999199,326.5112636999693,326.5112636999693,326.5112636999693,327.411654699943,l,0.8848520999308676,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
39,90,170,82,82,0,l,1.2268979999935254,None,0,82,82,26,327.4282871999312,,,,,327.4172614000272,327.4282871999312,328.4110956999939,328.4110956999939,328.427700500004,329.64472639991436,l,1.2268979999935254,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
39,82,56,83,83,0,l,1.6657751000020653,None,0,83,83,73,329.6605046999175,,,,,329.65017319994513,329.6605046999175,330.6441024999367,330.6441024999367,330.66084169992246,332.3107809999492,l,1.6657751000020653,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
20,63,122,84,84,0,t,1.3763498000334948,None,0,84,84,36,332.3269947000081,,,,,332.3164434999926,332.3269947000081,333.3102953999769,333.3102953999769,333.32714429998305,334.69448730000295,t,1.3763498000334948,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
75,108,133,85,85,0,t,2.7743317000567913,None,0,85,85,30,334.709944000002,,,,,334.69977489998564,334.709944000002,335.69361049996223,335.69361049996223,335.710243599955,338.4769764000084,t,2.7743317000567913,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
72,119,111,86,86,0,t,1.6476400000974536,None,0,86,86,90,338.4928342999192,,,,,338.4832787999185,338.4928342999192,339.4766880000243,339.4766880000243,339.49312439991627,341.1266783999745,t,1.6476400000974536,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
67,75,119,87,87,0,t,2.212597999954596,None,0,87,87,5,341.14228999998886,,,,,341.1318348000059,341.14228999998886,342.1258244999917,342.1258244999917,342.142580899992,344.34276389994193,t,2.212597999954596,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
73,120,152,88,88,0,l,2.4160048000048846,None,0,88,88,70,344.3586712999968,,,,,344.34850369999185,344.3586712999968,345.3423060999485,345.3423060999485,345.3587386999279,347.75913110002875,l,2.4160048000048846,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
50,85,62,89,89,0,t,0.24638360005337745,None,0,89,89,96,347.774624499958,,,,,347.76406159996986,347.774624499958,348.75849309994373,348.75849309994373,348.77508799999487,349.00926039996557,t,0.24638360005337745,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
44,65,38,90,90,0,l,1.0920818999875337,None,0,90,90,19,349.024791099946,,,,,349.015187199926,349.024791099946,350.0083191000158,350.0083191000158,350.0250938999234,351.10895829997025,l,1.0920818999875337,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
33,78,45,91,91,0,l,2.6247302999254316,None,0,91,91,56,351.1244033999974,,,,,351.11431909992825,351.1244033999974,352.1082264999859,352.1082264999859,352.12498560000677,354.74179879995063,l,2.6247302999254316,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
47,85,60,92,92,0,l,1.1938015000196174,None,0,92,92,11,354.7573969999794,,,,,354.7477080000099,354.7573969999794,355.74101330002304,355.74101330002304,355.75758550001774,356.9412056999281,l,1.1938015000196174,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
78,80,162,93,93,0,l,0.9752205999102443,None,0,93,93,6,356.95708289998583,,,,,356.94637549994513,356.95708289998583,357.94068170001265,357.94068170001265,357.9573435999919,358.9246763000265,l,0.9752205999102443,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
78,99,116,94,94,0,t,1.2630780000472441,None,0,94,94,15,358.94008400000166,,,,,358.93031810002867,358.94008400000166,359.9237720000092,359.9237720000092,359.94042759994045,361.19027629995253,t,1.2630780000472441,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
20,63,35,95,95,0,l,1.1401119999354705,None,0,95,95,41,361.206419599941,,,,,361.19597260002047,361.206419599941,362.18982189998496,362.18982189998496,362.2071827999316,363.3405937999487,l,1.1401119999354705,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
28,75,41,96,96,0,l,1.0543525000102818,None,0,96,96,18,363.3568497999804,,,,,363.34648429998197,363.3568497999804,364.35592679993715,364.35592679993715,364.35592679993715,365.4237677999772,l,1.0543525000102818,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
54,107,157,97,97,0,t,1.0124539999524131,None,0,97,97,86,365.4394838999724,,,,,365.4290887999814,365.4394838999724,366.42338479997125,366.42338479997125,366.4395652000094,367.44053060002625,t,1.0124539999524131,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
15,35,13,98,98,0,l,1.060775600024499,None,0,98,98,1,367.456052799942,,,,,367.44630850001704,367.456052799942,368.4561484999722,368.4561484999722,368.4561484999722,369.5235907000024,l,1.060775600024499,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
57,99,146,99,99,0,t,1.0194506000261754,None,0,99,99,92,369.5389090999961,,,,,369.5287320999196,369.5389090999961,370.53853969997726,370.53853969997726,370.53853969997726,371.57318419998046,t,1.0194506000261754,None,,,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,371.5733588000294,371.5734373999294,3,001,2025-10-31_13h18.06.870,Delay discounting,,2025.1.1,60.25119930504574,2025-10-31 13h18.11.961902 +0530,
